epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
22,2020-05-29,28,PI,São Gonçalo do Piauí,2209807,city,10,199.40179,0,1,0,0.1,5015,False,False
22,2020-05-29,15,PI,São João da Canabrava,2209856,city,1,21.70139,0,0,0,0.0,4608,False,False
22,2020-05-29,22,PI,São João da Fronteira,2209872,city,4,66.20324,0,0,0,0.0,6042,False,False
22,2020-05-29,29,PI,São João do Piauí,2210003,city,6,29.1248,-1,0,0,0.0,20601,False,False
22,2020-05-29,64,PI,São José do Divino,2210052,city,5,93.52787,0,1,0,0.2,5346,False,False
22,2020-05-29,23,PI,São José do Peixe,2210102,city,2,53.40454,0,0,0,0.0,3745,False,False
22,2020-05-29,43,PI,São José do Piauí,2210201,city,4,59.65697,2,0,0,0.0,6705,False,False
22,2020-05-29,30,PI,São Julião,2210300,city,7,110.011,0,1,0,0.1429,6363,False,False
22,2020-05-29,31,PI,São Lourenço do Piauí,2210359,city,1,21.86748,0,0,0,0.0,4573,False,False
22,2020-05-29,23,PI,São Luis do Piauí,2210375,city,1,37.82148,0,0,0,0.0,2644,False,False
22,2020-05-29,28,PI,São Miguel da Baixa Grande,2210383,city,1,40.78303,0,0,0,0.0,2452,False,False
22,2020-05-29,2,PI,São Miguel do Tapuio,2210409,city,0,,-3,0,0,0.0,17662,False,False
22,2020-05-29,32,PI,São Pedro do Piauí,2210508,city,11,76.97152,0,0,0,0.0,14291,False,False
22,2020-05-29,46,PI,São Raimundo Nonato,2210607,city,55,158.45578,0,0,0,0.0,34710,False,False
22,2020-05-29,16,PI,Sigefredo Pacheco,2210656,city,2,19.91833,0,0,0,0.0,10041,False,False
22,2020-05-29,2,PI,Simões,2210706,city,1,6.83387,0,0,0,0.0,14633,False,False
22,2020-05-29,21,PI,Simplício Mendes,2210805,city,18,141.60963,0,0,0,0.0,12711,False,False
22,2020-05-29,17,PI,Socorro do Piauí,2210904,city,1,21.88663,0,1,0,1.0,4569,False,False
22,2020-05-29,72,PI,Teresina,2211001,city,2157,249.40885,90,83,8,0.0385,864845,False,False
22,2020-05-29,42,PI,União,2211100,city,74,166.34821,2,0,0,0.0,44485,False,False
22,2020-05-29,33,PI,Uruçuí,2211209,city,59,273.6803,0,2,0,0.0339,21558,False,False
22,2020-05-29,29,PI,Valença do Piauí,2211308,city,13,62.14743,0,1,0,0.0769,20918,False,False
22,2020-05-29,4,PI,Várzea Branca,2211357,city,2,40.42854,0,0,0,0.0,4947,False,False
22,2020-05-29,35,PI,Várzea Grande,2211407,city,1,22.77386,0,0,0,0.0,4391,False,False
22,2020-05-29,19,PI,Vera Mendes,2211506,city,2,64.99838,0,0,0,0.0,3077,False,False
22,2020-05-29,27,PI,Vila Nova do Piauí,2211605,city,3,100.9761,0,0,0,0.0,2971,False,False
22,2020-05-29,72,PI,,22,state,4745,144.96398,242,157,11,0.0331,3273227,False,False
22,2020-05-28,36,PI,Água Branca,2200202,city,93,534.14508,2,6,0,0.0645,17411,False,False
22,2020-05-28,1,PI,Alagoinha do Piauí,2200251,city,1,13.07019,1,0,0,0.0,7651,False,False
22,2020-05-28,17,PI,Alto Longá,2200301,city,9,62.91946,1,0,0,0.0,14304,False,False
22,2020-05-28,44,PI,Altos,2200400,city,49,120.916,6,1,0,0.0204,40524,False,False
22,2020-05-28,35,PI,Alvorada do Gurguéia,2200459,city,1,18.45359,0,0,0,0.0,5419,False,False
22,2020-05-28,27,PI,Amarante,2200509,city,6,34.09478,0,0,0,0.0,17598,False,False
22,2020-05-28,41,PI,Angical do Piauí,2200608,city,5,73.6594,0,0,0,0.0,6788,False,False
22,2020-05-28,34,PI,Anísio de Abreu,2200707,city,16,161.94332,0,0,0,0.0,9880,False,False
22,2020-05-28,30,PI,Aroazes,2200905,city,1,17.13796,0,0,0,0.0,5835,False,False
22,2020-05-28,11,PI,Avelino Lopes,2201101,city,1,8.85818,0,0,0,0.0,11289,False,False
22,2020-05-28,22,PI,Baixa Grande do Ribeiro,2201150,city,8,69.04885,0,1,0,0.125,11586,False,False
22,2020-05-28,32,PI,Barras,2201200,city,117,248.58709,11,2,0,0.0171,47066,False,False
22,2020-05-28,6,PI,Barreiras do Piauí,2201309,city,1,29.86858,0,0,0,0.0,3348,False,False
22,2020-05-28,4,PI,Barro Duro,2201408,city,11,156.42776,3,0,0,0.0,7032,False,False
22,2020-05-28,25,PI,Batalha,2201507,city,53,197.34148,1,2,0,0.0377,26857,False,False
22,2020-05-28,14,PI,Bela Vista do Piauí,2201556,city,1,24.9066,0,0,0,0.0,4015,False,False
22,2020-05-28,10,PI,Belém do Piauí,2201572,city,5,140.21312,1,1,0,0.2,3566,False,False
22,2020-05-28,25,PI,Beneditinos,2201606,city,2,19.10767,1,0,0,0.0,10467,False,False
22,2020-05-28,26,PI,Bertolínia,2201705,city,1,18.17851,0,0,0,0.0,5501,False,False
22,2020-05-28,39,PI,Betânia do Piauí,2201739,city,1,16.11604,0,0,0,0.0,6205,False,False
22,2020-05-28,30,PI,Boa Hora,2201770,city,1,14.74709,0,0,0,0.0,6781,False,False
22,2020-05-28,7,PI,Bocaina,2201804,city,4,88.88889,0,0,0,0.0,4500,False,False
22,2020-05-28,35,PI,Bom Jesus,2201903,city,49,194.60662,4,0,0,0.0,25179,False,False
22,2020-05-28,42,PI,Bom Princípio do Piauí,2201919,city,1,17.76199,0,1,0,1.0,5630,False,False
22,2020-05-28,44,PI,Bonfim do Piauí,2201929,city,1,17.63668,0,0,0,0.0,5670,False,False
22,2020-05-28,3,PI,Brasileira,2201960,city,1,12.00624,0,0,0,0.0,8329,False,False
22,2020-05-28,33,PI,Buriti dos Lopes,2202000,city,9,45.49821,1,1,0,0.1111,19781,False,False
22,2020-05-28,9,PI,Buriti dos Montes,2202026,city,2,24.26007,-1,1,0,0.5,8244,False,False
22,2020-05-28,10,PI,Cabeceiras do Piauí,2202059,city,1,9.44644,0,0,0,0.0,10586,False,False
22,2020-05-28,6,PI,Cajazeiras do Piauí,2202075,city,1,28.09778,0,0,0,0.0,3559,False,False
22,2020-05-28,6,PI,Caldeirão Grande do Piauí,2202091,city,3,51.93906,1,0,0,0.0,5776,False,False
22,2020-05-28,1,PI,Campinas do Piauí,2202109,city,1,17.81578,1,0,0,0.0,5613,False,False
22,2020-05-28,2,PI,Campo Alegre do Fidalgo,2202117,city,1,19.82161,0,0,0,0.0,5045,False,False
22,2020-05-28,14,PI,Campo Grande do Piauí,2202133,city,17,286.05082,1,0,0,0.0,5943,False,False
22,2020-05-28,7,PI,Campo Largo do Piauí,2202174,city,1,13.73815,1,0,0,0.0,7279,False,False
22,2020-05-28,56,PI,Campo Maior,2202208,city,121,258.36483,5,3,0,0.0248,46833,False,False
22,2020-05-28,34,PI,Canto do Buriti,2202307,city,4,18.8795,0,1,0,0.25,21187,False,False
22,2020-05-28,10,PI,Capitão de Campos,2202406,city,0,,0,0,0,0.0,11417,False,False
22,2020-05-28,8,PI,Capitão Gervásio Oliveira,2202455,city,2,48.78049,1,0,0,0.0,4100,False,False
22,2020-05-28,46,PI,Caracol,2202505,city,2,18.32173,0,0,0,0.0,10916,False,False
22,2020-05-28,1,PI,Caraúbas do Piauí,2202539,city,2,34.08316,2,0,0,0.0,5868,False,False
22,2020-05-28,36,PI,Castelo do Piauí,2202604,city,5,25.36011,0,0,0,0.0,19716,False,False
22,2020-05-28,25,PI,Cocal,2202703,city,12,43.18566,0,1,0,0.0833,27787,False,False
22,2020-05-28,21,PI,Cocal de Telha,2202711,city,26,531.58863,0,0,0,0.0,4891,False,False
22,2020-05-28,27,PI,Cocal dos Alves,2202729,city,2,32.50447,0,0,0,0.0,6153,False,False
22,2020-05-28,22,PI,Coivaras,2202737,city,2,49.75124,0,0,0,0.0,4020,False,False
22,2020-05-28,39,PI,Colônia do Gurguéia,2202752,city,4,61.69031,0,1,0,0.25,6484,False,False
22,2020-05-28,27,PI,Colônia do Piauí,2202778,city,1,13.06165,0,0,0,0.0,7656,False,False
22,2020-05-28,32,PI,Corrente,2202901,city,23,86.32337,3,0,0,0.0,26644,False,False
22,2020-05-28,6,PI,Cristino Castro,2203107,city,1,9.59417,-1,1,0,1.0,10423,False,False
22,2020-05-28,10,PI,Curimatá,2203206,city,6,52.68704,0,0,0,0.0,11388,False,False
22,2020-05-28,22,PI,Currais,2203230,city,0,,0,0,0,0.0,4954,False,False
22,2020-05-28,1,PI,Curralinhos,2203255,city,3,67.52194,3,0,0,0.0,4443,False,False
22,2020-05-28,3,PI,Curral Novo do Piauí,2203271,city,1,18.71608,0,0,0,0.0,5343,False,False
22,2020-05-28,43,PI,Demerval Lobão,2203305,city,34,246.07368,2,1,0,0.0294,13817,False,False
22,2020-05-28,13,PI,Dirceu Arcoverde,2203354,city,22,313.79261,4,0,0,0.0,7011,False,False
22,2020-05-28,18,PI,Dom Expedito Lopes,2203404,city,8,115.87486,4,0,0,0.0,6904,False,False
22,2020-05-28,6,PI,Domingos Mourão,2203420,city,1,22.96211,0,0,0,0.0,4355,False,False
22,2020-05-28,11,PI,Dom Inocêncio,2203453,city,2,20.92926,0,0,0,0.0,9556,False,False
22,2020-05-28,33,PI,Elesbão Veloso,2203503,city,23,157.51267,0,1,0,0.0435,14602,False,False
22,2020-05-28,42,PI,Esperantina,2203701,city,140,352.31648,15,2,0,0.0143,39737,False,False
22,2020-05-28,32,PI,Fartura do Piauí,2203750,city,3,56.52911,0,0,0,0.0,5307,False,False
22,2020-05-28,40,PI,Floriano,2203909,city,73,121.79862,2,2,0,0.0274,59935,False,False
22,2020-05-28,42,PI,Francinópolis,2204006,city,7,130.89005,0,0,0,0.0,5348,False,False
22,2020-05-28,29,PI,Francisco Ayres,2204105,city,2,45.99816,0,0,0,0.0,4348,False,False
22,2020-05-28,26,PI,Francisco Santos,2204204,city,3,32.1923,0,0,0,0.0,9319,False,False
22,2020-05-28,21,PI,Fronteiras,2204303,city,5,43.01075,1,0,0,0.0,11625,False,False
22,2020-05-28,4,PI,Gilbués,2204402,city,1,9.35454,0,0,0,0.0,10690,False,False
22,2020-05-28,3,PI,Guadalupe,2204501,city,1,9.52472,0,0,0,0.0,10499,False,False
22,2020-05-28,10,PI,Hugo Napoleão,2204600,city,3,77.37942,0,0,0,0.0,3877,False,False
22,2020-05-28,35,PI,Ilha Grande,2204659,city,4,42.43582,0,1,0,0.25,9426,False,False
22,2020-05-28,43,PI,Inhuma,2204709,city,7,45.72772,0,1,0,0.1429,15308,False,False
22,2020-05-28,21,PI,Ipiranga do Piauí,2204808,city,1,10.19264,0,0,0,0.0,9811,False,False
22,2020-05-28,1,PI,Isaías Coelho,2204907,city,1,11.69727,1,0,0,0.0,8549,False,False
22,2020-05-28,5,PI,Itainópolis,2205003,city,4,34.69211,0,0,0,0.0,11530,False,False
22,2020-05-28,39,PI,Itaueira,2205102,city,1,9.07523,0,1,0,1.0,11019,False,False
22,2020-05-28,10,PI,Jaicós,2205201,city,1,5.23451,0,0,0,0.0,19104,False,False
22,2020-05-28,9,PI,Joaquim Pires,2205409,city,6,41.8002,1,0,0,0.0,14354,False,False
22,2020-05-28,35,PI,José de Freitas,2205508,city,23,58.6615,1,1,0,0.0435,39208,False,False
22,2020-05-28,10,PI,Juazeiro do Piauí,2205516,city,5,91.27419,0,0,0,0.0,5478,False,False
22,2020-05-28,27,PI,Júlio Borges,2205524,city,4,71.08584,0,2,0,0.5,5627,False,False
22,2020-05-28,40,PI,Lagoa do Barro do Piauí,2205565,city,8,171.85822,1,0,0,0.0,4655,False,False
22,2020-05-28,16,PI,Lagoa do Piauí,2205581,city,12,295.27559,0,1,0,0.0833,4064,False,False
22,2020-05-28,13,PI,Lagoa do Sítio,2205599,city,2,38.63241,0,0,0,0.0,5177,False,False
22,2020-05-28,14,PI,Landri Sales,2205607,city,4,75.54297,0,0,0,0.0,5295,False,False
22,2020-05-28,42,PI,Luís Correia,2205706,city,34,112.1705,4,2,2,0.0588,30311,False,False
22,2020-05-28,36,PI,Luzilândia,2205805,city,8,31.38978,-1,1,0,0.125,25486,False,False
22,2020-05-28,5,PI,Madeiro,2205854,city,3,36.10108,0,1,0,0.3333,8310,False,False
22,2020-05-28,35,PI,Manoel Emídio,2205904,city,1,18.69508,0,1,0,1.0,5349,False,False
22,2020-05-28,19,PI,Marcolândia,2205953,city,6,70.65473,1,0,0,0.0,8492,False,False
22,2020-05-28,25,PI,Marcos Parente,2206001,city,3,65.94856,0,0,0,0.0,4549,False,False
22,2020-05-28,16,PI,Matias Olímpio,2206100,city,3,27.43233,0,1,0,0.3333,10936,False,False
22,2020-05-28,39,PI,Miguel Alves,2206209,city,45,133.29384,1,0,0,0.0,33760,False,False
22,2020-05-28,3,PI,Milton Brandão,2206357,city,0,,0,0,0,0.0,6613,False,False
22,2020-05-28,32,PI,Monsenhor Gil,2206407,city,19,179.85612,0,0,0,0.0,10564,False,False
22,2020-05-28,27,PI,Monsenhor Hipólito,2206506,city,7,90.33424,0,1,0,0.1429,7749,False,False
22,2020-05-28,31,PI,Morro Cabeça no Tempo,2206654,city,3,66.19594,0,0,0,0.0,4532,False,False
22,2020-05-28,20,PI,Morro do Chapéu do Piauí,2206670,city,24,353.14891,0,0,0,0.0,6796,False,False
22,2020-05-28,36,PI,Nazaré do Piauí,2206704,city,1,13.62583,0,0,0,0.0,7339,False,False
22,2020-05-28,38,PI,Nazária,2206720,city,3,35.00583,0,1,0,0.3333,8570,False,False
22,2020-05-28,10,PI,Nossa Senhora dos Remédios,2206803,city,6,69.02899,0,0,0,0.0,8692,False,False
22,2020-05-28,11,PI,Nova Santa Rita,2207959,city,0,,0,0,0,0.0,4374,False,False
22,2020-05-28,6,PI,Novo Santo Antônio,2206951,city,1,33.43363,0,0,0,0.0,2991,False,False
22,2020-05-28,34,PI,Oeiras,2207009,city,60,162.03516,2,0,0,0.0,37029,False,False
22,2020-05-28,11,PI,Olho D'Água do Piauí,2207108,city,7,284.66856,5,0,0,0.0,2459,False,False
22,2020-05-28,9,PI,Padre Marcos,2207207,city,1,14.56028,0,0,0,0.0,6868,False,False
22,2020-05-28,31,PI,Palmeirais,2207504,city,5,34.39026,0,0,0,0.0,14539,False,False
22,2020-05-28,9,PI,Parnaguá,2207603,city,1,9.26698,0,0,0,0.0,10791,False,False
22,2020-05-28,62,PI,Parnaíba,2207702,city,412,269.14384,46,7,0,0.017,153078,False,False
22,2020-05-28,11,PI,Passagem Franca do Piauí,2207751,city,2,46.37144,0,0,0,0.0,4313,False,False
22,2020-05-28,15,PI,Pau D'Arco do Piauí,2207793,city,4,98.88752,0,0,0,0.0,4045,False,False
22,2020-05-28,10,PI,Paulistana,2207801,city,5,24.36291,2,0,0,0.0,20523,False,False
22,2020-05-28,14,PI,Pavussu,2207850,city,1,27.19608,0,1,0,1.0,3677,False,False
22,2020-05-28,40,PI,Pedro II,2207900,city,35,90.34123,0,1,0,0.0286,38742,False,False
22,2020-05-28,9,PI,Pedro Laurentino,2207934,city,1,39.43218,0,0,0,0.0,2536,False,False
22,2020-05-28,44,PI,Picos,2208007,city,180,230.11429,6,4,0,0.0222,78222,False,False
22,2020-05-28,46,PI,Pimenteiras,2208106,city,7,57.72244,0,0,0,0.0,12127,False,False
22,2020-05-28,32,PI,Pio IX,2208205,city,13,70.55631,0,0,0,0.0,18425,False,False
22,2020-05-28,53,PI,Piracuruca,2208304,city,32,111.14584,1,2,0,0.0625,28791,False,False
22,2020-05-28,34,PI,Piripiri,2208403,city,78,122.3683,3,2,0,0.0256,63742,False,False
22,2020-05-28,26,PI,Porto,2208502,city,1,7.95672,0,0,0,0.0,12568,False,False
22,2020-05-28,31,PI,Queimada Nova,2208650,city,11,122.33096,0,0,0,0.0,8992,False,False
22,2020-05-28,21,PI,Redenção do Gurguéia,2208700,city,1,11.39212,0,0,0,0.0,8778,False,False
22,2020-05-28,26,PI,Regeneração,2208809,city,1,5.56235,0,0,0,0.0,17978,False,False
22,2020-05-28,41,PI,Ribeira do Piauí,2208874,city,1,22.33639,0,0,0,0.0,4477,False,False
22,2020-05-28,16,PI,Ribeiro Gonçalves,2208908,city,8,108.97698,3,0,0,0.0,7341,False,False
22,2020-05-28,34,PI,Rio Grande do Piauí,2209005,city,6,93.28358,0,1,0,0.1667,6432,False,False
22,2020-05-28,9,PI,Santa Cruz do Piauí,2209104,city,1,16.02564,0,0,0,0.0,6240,False,False
22,2020-05-28,1,PI,Santa Filomena,2209203,city,1,15.99232,1,0,0,0.0,6253,False,False
22,2020-05-28,23,PI,Santa Luz,2209302,city,1,17.06485,0,1,0,1.0,5860,False,False
22,2020-05-28,2,PI,Santana do Piauí,2209351,city,1,21.57963,0,0,0,0.0,4634,False,False
22,2020-05-28,9,PI,Santo Antônio de Lisboa,2209401,city,3,46.76539,0,0,0,0.0,6415,False,False
22,2020-05-28,5,PI,São Francisco de Assis do Piauí,2209658,city,1,17.37619,0,0,0,0.0,5755,False,False
22,2020-05-28,33,PI,São Francisco do Piauí,2209708,city,1,15.56905,0,1,0,1.0,6423,False,False
22,2020-05-28,27,PI,São Gonçalo do Piauí,2209807,city,10,199.40179,0,1,0,0.1,5015,False,False
22,2020-05-28,14,PI,São João da Canabrava,2209856,city,1,21.70139,0,0,0,0.0,4608,False,False
22,2020-05-28,21,PI,São João da Fronteira,2209872,city,4,66.20324,1,0,0,0.0,6042,False,False
22,2020-05-28,28,PI,São João do Piauí,2210003,city,7,33.97893,0,0,0,0.0,20601,False,False
22,2020-05-28,63,PI,São José do Divino,2210052,city,5,93.52787,0,1,0,0.2,5346,False,False
22,2020-05-28,22,PI,São José do Peixe,2210102,city,2,53.40454,0,0,0,0.0,3745,False,False
22,2020-05-28,42,PI,São José do Piauí,2210201,city,2,29.82849,0,0,0,0.0,6705,False,False
22,2020-05-28,29,PI,São Julião,2210300,city,7,110.011,0,1,0,0.1429,6363,False,False
22,2020-05-28,30,PI,São Lourenço do Piauí,2210359,city,1,21.86748,0,0,0,0.0,4573,False,False
22,2020-05-28,22,PI,São Luis do Piauí,2210375,city,1,37.82148,0,0,0,0.0,2644,False,False
22,2020-05-28,27,PI,São Miguel da Baixa Grande,2210383,city,1,40.78303,0,0,0,0.0,2452,False,False
22,2020-05-28,1,PI,São Miguel do Tapuio,2210409,city,3,16.98562,3,0,0,0.0,17662,False,False
22,2020-05-28,31,PI,São Pedro do Piauí,2210508,city,11,76.97152,0,0,0,0.0,14291,False,False
22,2020-05-28,45,PI,São Raimundo Nonato,2210607,city,55,158.45578,5,0,0,0.0,34710,False,False
22,2020-05-28,15,PI,Sigefredo Pacheco,2210656,city,2,19.91833,1,0,0,0.0,10041,False,False
22,2020-05-28,1,PI,Simões,2210706,city,1,6.83387,1,0,0,0.0,14633,False,False
22,2020-05-28,20,PI,Simplício Mendes,2210805,city,18,141.60963,0,0,0,0.0,12711,False,False
22,2020-05-28,16,PI,Socorro do Piauí,2210904,city,1,21.88663,0,1,0,1.0,4569,False,False
22,2020-05-28,71,PI,Teresina,2211001,city,2067,239.00236,85,75,6,0.0363,864845,False,False
22,2020-05-28,41,PI,União,2211100,city,72,161.85231,6,0,0,0.0,44485,False,False
22,2020-05-28,32,PI,Uruçuí,2211209,city,59,273.6803,4,2,0,0.0339,21558,False,False
22,2020-05-28,28,PI,Valença do Piauí,2211308,city,13,62.14743,0,1,0,0.0769,20918,False,False
22,2020-05-28,3,PI,Várzea Branca,2211357,city,2,40.42854,0,0,0,0.0,4947,False,False
22,2020-05-28,34,PI,Várzea Grande,2211407,city,1,22.77386,0,0,0,0.0,4391,False,False
22,2020-05-28,18,PI,Vera Mendes,2211506,city,2,64.99838,0,0,0,0.0,3077,False,False
22,2020-05-28,26,PI,Vila Nova do Piauí,2211605,city,3,100.9761,0,0,0,0.0,2971,False,False
22,2020-05-28,71,PI,,22,state,4503,137.57066,260,146,8,0.0324,3273227,False,False
22,2020-05-27,35,PI,Água Branca,2200202,city,91,522.65809,5,6,1,0.0659,17411,False,False
22,2020-05-27,16,PI,Alto Longá,2200301,city,8,55.92841,2,0,0,0.0,14304,False,False
22,2020-05-27,43,PI,Altos,2200400,city,43,106.10996,6,1,0,0.0233,40524,False,False
22,2020-05-27,34,PI,Alvorada do Gurguéia,2200459,city,1,18.45359,0,0,0,0.0,5419,False,False
22,2020-05-27,26,PI,Amarante,2200509,city,6,34.09478,0,0,0,0.0,17598,False,False
22,2020-05-27,40,PI,Angical do Piauí,2200608,city,5,73.6594,1,0,0,0.0,6788,False,False
22,2020-05-27,33,PI,Anísio de Abreu,2200707,city,16,161.94332,0,0,0,0.0,9880,False,False
22,2020-05-27,29,PI,Aroazes,2200905,city,1,17.13796,0,0,0,0.0,5835,False,False
22,2020-05-27,10,PI,Avelino Lopes,2201101,city,1,8.85818,0,0,0,0.0,11289,False,False
22,2020-05-27,21,PI,Baixa Grande do Ribeiro,2201150,city,8,69.04885,0,1,0,0.125,11586,False,False
22,2020-05-27,31,PI,Barras,2201200,city,106,225.21565,18,2,0,0.0189,47066,False,False
22,2020-05-27,5,PI,Barreiras do Piauí,2201309,city,1,29.86858,0,0,0,0.0,3348,False,False
22,2020-05-27,3,PI,Barro Duro,2201408,city,8,113.76564,3,0,0,0.0,7032,False,False
22,2020-05-27,24,PI,Batalha,2201507,city,52,193.61805,6,2,0,0.0385,26857,False,False
22,2020-05-27,13,PI,Bela Vista do Piauí,2201556,city,1,24.9066,0,0,0,0.0,4015,False,False
22,2020-05-27,9,PI,Belém do Piauí,2201572,city,4,112.1705,0,1,0,0.25,3566,False,False
22,2020-05-27,24,PI,Beneditinos,2201606,city,1,9.55384,0,0,0,0.0,10467,False,False
22,2020-05-27,25,PI,Bertolínia,2201705,city,1,18.17851,0,0,0,0.0,5501,False,False
22,2020-05-27,38,PI,Betânia do Piauí,2201739,city,1,16.11604,0,0,0,0.0,6205,False,False
22,2020-05-27,29,PI,Boa Hora,2201770,city,1,14.74709,0,0,0,0.0,6781,False,False
22,2020-05-27,6,PI,Bocaina,2201804,city,4,88.88889,0,0,0,0.0,4500,False,False
22,2020-05-27,34,PI,Bom Jesus,2201903,city,45,178.72036,3,0,0,0.0,25179,False,False
22,2020-05-27,41,PI,Bom Princípio do Piauí,2201919,city,1,17.76199,0,1,0,1.0,5630,False,False
22,2020-05-27,43,PI,Bonfim do Piauí,2201929,city,1,17.63668,0,0,0,0.0,5670,False,False
22,2020-05-27,2,PI,Brasileira,2201960,city,1,12.00624,0,0,0,0.0,8329,False,False
22,2020-05-27,32,PI,Buriti dos Lopes,2202000,city,8,40.44285,0,1,0,0.125,19781,False,False
22,2020-05-27,8,PI,Buriti dos Montes,2202026,city,3,36.3901,1,1,0,0.3333,8244,False,False
22,2020-05-27,9,PI,Cabeceiras do Piauí,2202059,city,1,9.44644,0,0,0,0.0,10586,False,False
22,2020-05-27,5,PI,Cajazeiras do Piauí,2202075,city,1,28.09778,0,0,0,0.0,3559,False,False
22,2020-05-27,5,PI,Caldeirão Grande do Piauí,2202091,city,2,34.62604,0,0,0,0.0,5776,False,False
22,2020-05-27,1,PI,Campo Alegre do Fidalgo,2202117,city,1,19.82161,1,0,0,0.0,5045,False,False
22,2020-05-27,13,PI,Campo Grande do Piauí,2202133,city,16,269.2243,0,0,0,0.0,5943,False,False
22,2020-05-27,6,PI,Campo Largo do Piauí,2202174,city,0,,0,0,0,0.0,7279,False,False
22,2020-05-27,55,PI,Campo Maior,2202208,city,116,247.6886,5,3,0,0.0259,46833,False,False
22,2020-05-27,33,PI,Canto do Buriti,2202307,city,4,18.8795,0,1,0,0.25,21187,False,False
22,2020-05-27,9,PI,Capitão de Campos,2202406,city,0,,0,0,0,0.0,11417,False,False
22,2020-05-27,7,PI,Capitão Gervásio Oliveira,2202455,city,1,24.39024,0,0,0,0.0,4100,False,False
22,2020-05-27,45,PI,Caracol,2202505,city,2,18.32173,0,0,0,0.0,10916,False,False
22,2020-05-27,35,PI,Castelo do Piauí,2202604,city,5,25.36011,1,0,0,0.0,19716,False,False
22,2020-05-27,24,PI,Cocal,2202703,city,12,43.18566,1,1,0,0.0833,27787,False,False
22,2020-05-27,20,PI,Cocal de Telha,2202711,city,26,531.58863,0,0,0,0.0,4891,False,False
22,2020-05-27,26,PI,Cocal dos Alves,2202729,city,2,32.50447,0,0,0,0.0,6153,False,False
22,2020-05-27,21,PI,Coivaras,2202737,city,2,49.75124,0,0,0,0.0,4020,False,False
22,2020-05-27,38,PI,Colônia do Gurguéia,2202752,city,4,61.69031,0,1,0,0.25,6484,False,False
22,2020-05-27,26,PI,Colônia do Piauí,2202778,city,1,13.06165,0,0,0,0.0,7656,False,False
22,2020-05-27,31,PI,Corrente,2202901,city,20,75.0638,0,0,0,0.0,26644,False,False
22,2020-05-27,5,PI,Cristino Castro,2203107,city,2,19.18833,0,1,0,0.5,10423,False,False
22,2020-05-27,9,PI,Curimatá,2203206,city,6,52.68704,0,0,0,0.0,11388,False,False
22,2020-05-27,21,PI,Currais,2203230,city,0,,0,0,0,0.0,4954,False,False
22,2020-05-27,2,PI,Curral Novo do Piauí,2203271,city,1,18.71608,0,0,0,0.0,5343,False,False
22,2020-05-27,42,PI,Demerval Lobão,2203305,city,32,231.59876,5,1,0,0.0312,13817,False,False
22,2020-05-27,12,PI,Dirceu Arcoverde,2203354,city,18,256.73941,7,0,0,0.0,7011,False,False
22,2020-05-27,17,PI,Dom Expedito Lopes,2203404,city,4,57.93743,0,0,0,0.0,6904,False,False
22,2020-05-27,5,PI,Domingos Mourão,2203420,city,1,22.96211,0,0,0,0.0,4355,False,False
22,2020-05-27,10,PI,Dom Inocêncio,2203453,city,2,20.92926,1,0,0,0.0,9556,False,False
22,2020-05-27,32,PI,Elesbão Veloso,2203503,city,23,157.51267,5,1,0,0.0435,14602,False,False
22,2020-05-27,41,PI,Esperantina,2203701,city,125,314.56829,7,2,0,0.016,39737,False,False
22,2020-05-27,31,PI,Fartura do Piauí,2203750,city,3,56.52911,0,0,0,0.0,5307,False,False
22,2020-05-27,39,PI,Floriano,2203909,city,71,118.46167,2,2,0,0.0282,59935,False,False
22,2020-05-27,41,PI,Francinópolis,2204006,city,7,130.89005,2,0,0,0.0,5348,False,False
22,2020-05-27,28,PI,Francisco Ayres,2204105,city,2,45.99816,1,0,0,0.0,4348,False,False
22,2020-05-27,25,PI,Francisco Santos,2204204,city,3,32.1923,0,0,0,0.0,9319,False,False
22,2020-05-27,20,PI,Fronteiras,2204303,city,4,34.4086,0,0,0,0.0,11625,False,False
22,2020-05-27,3,PI,Gilbués,2204402,city,1,9.35454,0,0,0,0.0,10690,False,False
22,2020-05-27,2,PI,Guadalupe,2204501,city,1,9.52472,0,0,0,0.0,10499,False,False
22,2020-05-27,9,PI,Hugo Napoleão,2204600,city,3,77.37942,0,0,0,0.0,3877,False,False
22,2020-05-27,34,PI,Ilha Grande,2204659,city,4,42.43582,0,1,0,0.25,9426,False,False
22,2020-05-27,42,PI,Inhuma,2204709,city,7,45.72772,0,1,0,0.1429,15308,False,False
22,2020-05-27,20,PI,Ipiranga do Piauí,2204808,city,1,10.19264,0,0,0,0.0,9811,False,False
22,2020-05-27,4,PI,Itainópolis,2205003,city,4,34.69211,1,0,0,0.0,11530,False,False
22,2020-05-27,38,PI,Itaueira,2205102,city,1,9.07523,0,1,0,1.0,11019,False,False
22,2020-05-27,9,PI,Jaicós,2205201,city,1,5.23451,0,0,0,0.0,19104,False,False
22,2020-05-27,8,PI,Joaquim Pires,2205409,city,5,34.8335,0,0,0,0.0,14354,False,False
22,2020-05-27,34,PI,José de Freitas,2205508,city,22,56.111,2,1,0,0.0455,39208,False,False
