epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
23,2020-06-03,1,PI,Acauã,2200053,city,1,14.11632,1,0,0,0.0,7084,True,False
23,2020-06-03,42,PI,Água Branca,2200202,city,108,620.29751,1,7,0,0.0648,17411,True,False
23,2020-06-03,7,PI,Alagoinha do Piauí,2200251,city,1,13.07019,0,0,0,0.0,7651,True,False
23,2020-06-03,23,PI,Alto Longá,2200301,city,11,76.90157,0,0,0,0.0,14304,True,False
23,2020-06-03,50,PI,Altos,2200400,city,73,180.14016,5,4,2,0.0548,40524,True,False
23,2020-06-03,41,PI,Alvorada do Gurguéia,2200459,city,1,18.45359,0,0,0,0.0,5419,True,False
23,2020-06-03,33,PI,Amarante,2200509,city,8,45.45971,0,0,0,0.0,17598,True,False
23,2020-06-03,47,PI,Angical do Piauí,2200608,city,9,132.58692,0,1,0,0.1111,6788,True,False
23,2020-06-03,40,PI,Anísio de Abreu,2200707,city,17,172.06478,0,0,0,0.0,9880,True,False
23,2020-06-03,36,PI,Aroazes,2200905,city,1,17.13796,0,0,0,0.0,5835,True,False
23,2020-06-03,17,PI,Avelino Lopes,2201101,city,2,17.71636,0,0,0,0.0,11289,True,False
23,2020-06-03,28,PI,Baixa Grande do Ribeiro,2201150,city,18,155.35992,1,1,0,0.0556,11586,True,False
23,2020-06-03,38,PI,Barras,2201200,city,199,422.81052,5,2,0,0.0101,47066,True,False
23,2020-06-03,12,PI,Barreiras do Piauí,2201309,city,1,29.86858,0,0,0,0.0,3348,True,False
23,2020-06-03,10,PI,Barro Duro,2201408,city,26,369.73834,5,0,0,0.0,7032,True,False
23,2020-06-03,31,PI,Batalha,2201507,city,72,268.08653,2,2,0,0.0278,26857,True,False
23,2020-06-03,20,PI,Bela Vista do Piauí,2201556,city,1,24.9066,0,0,0,0.0,4015,True,False
23,2020-06-03,16,PI,Belém do Piauí,2201572,city,6,168.25575,0,1,0,0.1667,3566,True,False
23,2020-06-03,31,PI,Beneditinos,2201606,city,2,19.10767,0,0,0,0.0,10467,True,False
23,2020-06-03,32,PI,Bertolínia,2201705,city,4,72.71405,0,0,0,0.0,5501,True,False
23,2020-06-03,45,PI,Betânia do Piauí,2201739,city,1,16.11604,0,0,0,0.0,6205,True,False
23,2020-06-03,36,PI,Boa Hora,2201770,city,4,58.98835,1,0,0,0.0,6781,True,False
23,2020-06-03,13,PI,Bocaina,2201804,city,4,88.88889,0,0,0,0.0,4500,True,False
23,2020-06-03,41,PI,Bom Jesus,2201903,city,73,289.92414,5,0,0,0.0,25179,True,False
23,2020-06-03,48,PI,Bom Princípio do Piauí,2201919,city,1,17.76199,0,1,0,1.0,5630,True,False
23,2020-06-03,50,PI,Bonfim do Piauí,2201929,city,1,17.63668,0,0,0,0.0,5670,True,False
23,2020-06-03,9,PI,Brasileira,2201960,city,4,48.02497,0,0,0,0.0,8329,True,False
23,2020-06-03,39,PI,Buriti dos Lopes,2202000,city,28,141.54997,3,2,0,0.0714,19781,True,False
23,2020-06-03,15,PI,Buriti dos Montes,2202026,city,3,36.3901,0,1,0,0.3333,8244,True,False
23,2020-06-03,16,PI,Cabeceiras do Piauí,2202059,city,2,18.89288,0,0,0,0.0,10586,True,False
23,2020-06-03,12,PI,Cajazeiras do Piauí,2202075,city,1,28.09778,0,0,0,0.0,3559,True,False
23,2020-06-03,1,PI,Cajueiro da Praia,2202083,city,1,13.08558,1,0,0,0.0,7642,True,False
23,2020-06-03,12,PI,Caldeirão Grande do Piauí,2202091,city,3,51.93906,0,0,0,0.0,5776,True,False
23,2020-06-03,7,PI,Campinas do Piauí,2202109,city,2,35.63157,1,0,0,0.0,5613,True,False
23,2020-06-03,8,PI,Campo Alegre do Fidalgo,2202117,city,1,19.82161,0,0,0,0.0,5045,True,False
23,2020-06-03,20,PI,Campo Grande do Piauí,2202133,city,19,319.70385,0,0,0,0.0,5943,True,False
23,2020-06-03,13,PI,Campo Largo do Piauí,2202174,city,1,13.73815,0,0,0,0.0,7279,True,False
23,2020-06-03,62,PI,Campo Maior,2202208,city,178,380.07388,7,4,0,0.0225,46833,True,False
23,2020-06-03,40,PI,Canto do Buriti,2202307,city,4,18.8795,0,1,0,0.25,21187,True,False
23,2020-06-03,16,PI,Capitão de Campos,2202406,city,0,,0,0,0,0.0,11417,True,False
23,2020-06-03,14,PI,Capitão Gervásio Oliveira,2202455,city,2,48.78049,0,0,0,0.0,4100,True,False
23,2020-06-03,52,PI,Caracol,2202505,city,2,18.32173,0,0,0,0.0,10916,True,False
23,2020-06-03,7,PI,Caraúbas do Piauí,2202539,city,3,51.12474,0,0,0,0.0,5868,True,False
23,2020-06-03,42,PI,Castelo do Piauí,2202604,city,10,50.72023,1,0,0,0.0,19716,True,False
23,2020-06-03,2,PI,Caxingó,2202653,city,3,55.30973,2,0,0,0.0,5424,True,False
23,2020-06-03,31,PI,Cocal,2202703,city,17,61.17969,1,1,0,0.0588,27787,True,False
23,2020-06-03,27,PI,Cocal de Telha,2202711,city,26,531.58863,0,0,0,0.0,4891,True,False
23,2020-06-03,33,PI,Cocal dos Alves,2202729,city,2,32.50447,0,0,0,0.0,6153,True,False
23,2020-06-03,28,PI,Coivaras,2202737,city,3,74.62687,0,0,0,0.0,4020,True,False
23,2020-06-03,45,PI,Colônia do Gurguéia,2202752,city,4,61.69031,0,1,0,0.25,6484,True,False
23,2020-06-03,33,PI,Colônia do Piauí,2202778,city,3,39.18495,0,0,0,0.0,7656,True,False
23,2020-06-03,38,PI,Corrente,2202901,city,24,90.07657,0,0,0,0.0,26644,True,False
23,2020-06-03,12,PI,Cristino Castro,2203107,city,1,9.59417,0,1,0,1.0,10423,True,False
23,2020-06-03,16,PI,Curimatá,2203206,city,8,70.24939,0,0,0,0.0,11388,True,False
23,2020-06-03,28,PI,Currais,2203230,city,0,,0,0,0,0.0,4954,True,False
23,2020-06-03,7,PI,Curralinhos,2203255,city,3,67.52194,0,0,0,0.0,4443,True,False
23,2020-06-03,9,PI,Curral Novo do Piauí,2203271,city,1,18.71608,0,0,0,0.0,5343,True,False
23,2020-06-03,49,PI,Demerval Lobão,2203305,city,86,622.42165,9,1,0,0.0116,13817,True,False
23,2020-06-03,19,PI,Dirceu Arcoverde,2203354,city,27,385.10911,0,0,0,0.0,7011,True,False
23,2020-06-03,24,PI,Dom Expedito Lopes,2203404,city,13,188.29664,0,0,0,0.0,6904,True,False
23,2020-06-03,12,PI,Domingos Mourão,2203420,city,1,22.96211,0,0,0,0.0,4355,True,False
23,2020-06-03,17,PI,Dom Inocêncio,2203453,city,2,20.92926,0,0,0,0.0,9556,True,False
23,2020-06-03,39,PI,Elesbão Veloso,2203503,city,28,191.75455,0,1,0,0.0357,14602,True,False
23,2020-06-03,48,PI,Esperantina,2203701,city,167,420.26323,2,2,0,0.012,39737,True,False
23,2020-06-03,38,PI,Fartura do Piauí,2203750,city,3,56.52911,0,0,0,0.0,5307,True,False
23,2020-06-03,46,PI,Floriano,2203909,city,83,138.48336,0,3,0,0.0361,59935,True,False
23,2020-06-03,48,PI,Francinópolis,2204006,city,9,168.28721,0,0,0,0.0,5348,True,False
23,2020-06-03,35,PI,Francisco Ayres,2204105,city,2,45.99816,0,0,0,0.0,4348,True,False
23,2020-06-03,32,PI,Francisco Santos,2204204,city,3,32.1923,0,0,0,0.0,9319,True,False
23,2020-06-03,27,PI,Fronteiras,2204303,city,8,68.8172,1,0,0,0.0,11625,True,False
23,2020-06-03,10,PI,Gilbués,2204402,city,4,37.41815,0,0,0,0.0,10690,True,False
23,2020-06-03,9,PI,Guadalupe,2204501,city,1,9.52472,0,0,0,0.0,10499,True,False
23,2020-06-03,16,PI,Hugo Napoleão,2204600,city,3,77.37942,0,0,0,0.0,3877,True,False
23,2020-06-03,41,PI,Ilha Grande,2204659,city,5,53.04477,0,1,0,0.2,9426,True,False
23,2020-06-03,49,PI,Inhuma,2204709,city,7,45.72772,0,1,0,0.1429,15308,True,False
23,2020-06-03,27,PI,Ipiranga do Piauí,2204808,city,1,10.19264,0,0,0,0.0,9811,True,False
23,2020-06-03,7,PI,Isaías Coelho,2204907,city,4,46.7891,1,0,0,0.0,8549,True,False
23,2020-06-03,11,PI,Itainópolis,2205003,city,4,34.69211,0,0,0,0.0,11530,True,False
23,2020-06-03,45,PI,Itaueira,2205102,city,1,9.07523,0,1,0,1.0,11019,True,False
23,2020-06-03,16,PI,Jaicós,2205201,city,1,5.23451,0,0,0,0.0,19104,True,False
23,2020-06-03,2,PI,Jerumenha,2205300,city,1,22.46181,0,0,0,0.0,4452,True,False
23,2020-06-03,15,PI,Joaquim Pires,2205409,city,6,41.8002,0,0,0,0.0,14354,True,False
23,2020-06-03,41,PI,José de Freitas,2205508,city,36,91.818,2,2,0,0.0556,39208,True,False
23,2020-06-03,16,PI,Juazeiro do Piauí,2205516,city,9,164.29354,0,0,0,0.0,5478,True,False
23,2020-06-03,33,PI,Júlio Borges,2205524,city,4,71.08584,0,2,0,0.5,5627,True,False
23,2020-06-03,5,PI,Lagoa de São Francisco,2205573,city,1,14.79728,0,0,0,0.0,6758,True,False
23,2020-06-03,46,PI,Lagoa do Barro do Piauí,2205565,city,8,171.85822,0,0,0,0.0,4655,True,False
23,2020-06-03,22,PI,Lagoa do Piauí,2205581,city,22,541.33858,1,1,0,0.0455,4064,True,False
23,2020-06-03,19,PI,Lagoa do Sítio,2205599,city,2,38.63241,0,0,0,0.0,5177,True,False
23,2020-06-03,20,PI,Landri Sales,2205607,city,4,75.54297,0,0,0,0.0,5295,True,False
23,2020-06-03,48,PI,Luís Correia,2205706,city,59,194.64881,3,2,0,0.0339,30311,True,False
23,2020-06-03,42,PI,Luzilândia,2205805,city,32,125.55913,2,1,0,0.0312,25486,True,False
23,2020-06-03,11,PI,Madeiro,2205854,city,5,60.16847,0,1,0,0.2,8310,True,False
23,2020-06-03,41,PI,Manoel Emídio,2205904,city,1,18.69508,0,1,0,1.0,5349,True,False
23,2020-06-03,25,PI,Marcolândia,2205953,city,7,82.43052,0,0,0,0.0,8492,True,False
23,2020-06-03,31,PI,Marcos Parente,2206001,city,4,87.93141,0,0,0,0.0,4549,True,False
23,2020-06-03,22,PI,Matias Olímpio,2206100,city,4,36.57644,1,1,0,0.25,10936,True,False
23,2020-06-03,45,PI,Miguel Alves,2206209,city,53,156.99052,1,1,0,0.0189,33760,True,False
23,2020-06-03,9,PI,Milton Brandão,2206357,city,0,,0,0,0,0.0,6613,True,False
23,2020-06-03,38,PI,Monsenhor Gil,2206407,city,23,217.72056,0,0,0,0.0,10564,True,False
23,2020-06-03,33,PI,Monsenhor Hipólito,2206506,city,8,103.23913,0,1,0,0.125,7749,True,False
23,2020-06-03,37,PI,Morro Cabeça no Tempo,2206654,city,8,176.52251,0,0,0,0.0,4532,True,False
23,2020-06-03,26,PI,Morro do Chapéu do Piauí,2206670,city,31,456.15068,7,0,0,0.0,6796,True,False
23,2020-06-03,42,PI,Nazaré do Piauí,2206704,city,1,13.62583,0,0,0,0.0,7339,True,False
23,2020-06-03,44,PI,Nazária,2206720,city,5,58.34306,1,1,0,0.2,8570,True,False
23,2020-06-03,16,PI,Nossa Senhora dos Remédios,2206803,city,8,92.03866,1,1,0,0.125,8692,True,False
23,2020-06-03,17,PI,Nova Santa Rita,2207959,city,0,,0,0,0,0.0,4374,True,False
23,2020-06-03,12,PI,Novo Santo Antônio,2206951,city,2,66.86727,0,0,0,0.0,2991,True,False
23,2020-06-03,40,PI,Oeiras,2207009,city,66,178.23868,2,0,0,0.0,37029,True,False
23,2020-06-03,17,PI,Olho D'Água do Piauí,2207108,city,9,366.00244,0,0,0,0.0,2459,True,False
23,2020-06-03,15,PI,Padre Marcos,2207207,city,1,14.56028,0,0,0,0.0,6868,True,False
23,2020-06-03,37,PI,Palmeirais,2207504,city,5,34.39026,0,1,0,0.2,14539,True,False
23,2020-06-03,15,PI,Parnaguá,2207603,city,1,9.26698,0,0,0,0.0,10791,True,False
23,2020-06-03,68,PI,Parnaíba,2207702,city,641,418.74077,7,11,2,0.0172,153078,True,False
23,2020-06-03,17,PI,Passagem Franca do Piauí,2207751,city,6,139.11431,0,0,0,0.0,4313,True,False
23,2020-06-03,21,PI,Pau D'Arco do Piauí,2207793,city,5,123.60939,0,0,0,0.0,4045,True,False
23,2020-06-03,16,PI,Paulistana,2207801,city,9,43.85324,0,0,0,0.0,20523,True,False
23,2020-06-03,20,PI,Pavussu,2207850,city,1,27.19608,0,1,0,1.0,3677,True,False
23,2020-06-03,46,PI,Pedro II,2207900,city,42,108.40948,0,2,0,0.0476,38742,True,False
23,2020-06-03,15,PI,Pedro Laurentino,2207934,city,3,118.29653,2,0,0,0.0,2536,True,False
23,2020-06-03,50,PI,Picos,2208007,city,206,263.35302,-1,4,0,0.0194,78222,True,False
23,2020-06-03,52,PI,Pimenteiras,2208106,city,16,131.937,1,1,0,0.0625,12127,True,False
23,2020-06-03,38,PI,Pio IX,2208205,city,13,70.55631,0,0,0,0.0,18425,True,False
23,2020-06-03,59,PI,Piracuruca,2208304,city,41,142.40561,1,3,0,0.0732,28791,True,False
23,2020-06-03,40,PI,Piripiri,2208403,city,101,158.45126,6,3,0,0.0297,63742,True,False
23,2020-06-03,32,PI,Porto,2208502,city,3,23.87015,2,0,0,0.0,12568,True,False
23,2020-06-03,37,PI,Queimada Nova,2208650,city,20,222.41993,0,0,0,0.0,8992,True,False
23,2020-06-03,27,PI,Redenção do Gurguéia,2208700,city,1,11.39212,0,0,0,0.0,8778,True,False
23,2020-06-03,32,PI,Regeneração,2208809,city,4,22.24942,2,0,0,0.0,17978,True,False
23,2020-06-03,47,PI,Ribeira do Piauí,2208874,city,1,22.33639,0,0,0,0.0,4477,True,False
23,2020-06-03,22,PI,Ribeiro Gonçalves,2208908,city,17,231.57608,0,0,0,0.0,7341,True,False
23,2020-06-03,40,PI,Rio Grande do Piauí,2209005,city,6,93.28358,0,1,0,0.1667,6432,True,False
23,2020-06-03,15,PI,Santa Cruz do Piauí,2209104,city,1,16.02564,0,0,0,0.0,6240,True,False
23,2020-06-03,7,PI,Santa Filomena,2209203,city,2,31.98465,0,0,0,0.0,6253,True,False
23,2020-06-03,29,PI,Santa Luz,2209302,city,2,34.12969,0,1,0,0.5,5860,True,False
23,2020-06-03,8,PI,Santana do Piauí,2209351,city,1,21.57963,0,0,0,0.0,4634,True,False
23,2020-06-03,15,PI,Santo Antônio de Lisboa,2209401,city,3,46.76539,0,0,0,0.0,6415,True,False
23,2020-06-03,11,PI,São Francisco de Assis do Piauí,2209658,city,1,17.37619,0,0,0,0.0,5755,True,False
23,2020-06-03,39,PI,São Francisco do Piauí,2209708,city,1,15.56905,0,1,0,1.0,6423,True,False
23,2020-06-03,33,PI,São Gonçalo do Piauí,2209807,city,10,199.40179,0,1,0,0.1,5015,True,False
23,2020-06-03,20,PI,São João da Canabrava,2209856,city,1,21.70139,0,0,0,0.0,4608,True,False
23,2020-06-03,27,PI,São João da Fronteira,2209872,city,5,82.75405,0,0,0,0.0,6042,True,False
23,2020-06-03,5,PI,São João do Arraial,2209971,city,1,12.51721,0,0,0,0.0,7989,True,False
23,2020-06-03,34,PI,São João do Piauí,2210003,city,10,48.54133,0,0,0,0.0,20601,True,False
23,2020-06-03,69,PI,São José do Divino,2210052,city,5,93.52787,0,1,0,0.2,5346,True,False
23,2020-06-03,28,PI,São José do Peixe,2210102,city,4,106.80908,0,0,0,0.0,3745,True,False
23,2020-06-03,48,PI,São José do Piauí,2210201,city,11,164.05667,4,0,0,0.0,6705,True,False
23,2020-06-03,35,PI,São Julião,2210300,city,7,110.011,0,1,0,0.1429,6363,True,False
23,2020-06-03,36,PI,São Lourenço do Piauí,2210359,city,1,21.86748,0,0,0,0.0,4573,True,False
23,2020-06-03,28,PI,São Luis do Piauí,2210375,city,1,37.82148,0,0,0,0.0,2644,True,False
23,2020-06-03,33,PI,São Miguel da Baixa Grande,2210383,city,1,40.78303,0,0,0,0.0,2452,True,False
23,2020-06-03,7,PI,São Miguel do Tapuio,2210409,city,1,5.66187,0,0,0,0.0,17662,True,False
23,2020-06-03,37,PI,São Pedro do Piauí,2210508,city,12,83.96893,1,0,0,0.0,14291,True,False
23,2020-06-03,51,PI,São Raimundo Nonato,2210607,city,65,187.26592,1,2,0,0.0308,34710,True,False
23,2020-06-03,21,PI,Sigefredo Pacheco,2210656,city,2,19.91833,0,0,0,0.0,10041,True,False
23,2020-06-03,7,PI,Simões,2210706,city,2,13.66774,0,0,0,0.0,14633,True,False
23,2020-06-03,26,PI,Simplício Mendes,2210805,city,18,141.60963,0,0,0,0.0,12711,True,False
23,2020-06-03,22,PI,Socorro do Piauí,2210904,city,2,43.77325,0,1,0,0.5,4569,True,False
23,2020-06-03,1,PI,Sussuapara,2210938,city,1,14.85884,1,0,0,0.0,6730,True,False
23,2020-06-03,77,PI,Teresina,2211001,city,2650,306.41329,119,107,6,0.0404,864845,True,False
23,2020-06-03,47,PI,União,2211100,city,105,236.03462,11,0,0,0.0,44485,True,False
23,2020-06-03,38,PI,Uruçuí,2211209,city,79,366.45329,3,3,0,0.038,21558,True,False
23,2020-06-03,34,PI,Valença do Piauí,2211308,city,21,100.39201,0,1,0,0.0476,20918,True,False
23,2020-06-03,9,PI,Várzea Branca,2211357,city,2,40.42854,0,1,0,0.5,4947,True,False
23,2020-06-03,40,PI,Várzea Grande,2211407,city,1,22.77386,0,0,0,0.0,4391,True,False
23,2020-06-03,24,PI,Vera Mendes,2211506,city,2,64.99838,0,0,0,0.0,3077,True,False
23,2020-06-03,32,PI,Vila Nova do Piauí,2211605,city,4,134.6348,0,0,0,0.0,2971,True,False
23,2020-06-03,77,PI,,22,state,6064,185.2606,236,202,10,0.0333,3273227,True,False
23,2020-06-02,41,PI,Água Branca,2200202,city,107,614.55402,1,7,1,0.0654,17411,False,False
23,2020-06-02,6,PI,Alagoinha do Piauí,2200251,city,1,13.07019,0,0,0,0.0,7651,False,False
23,2020-06-02,22,PI,Alto Longá,2200301,city,11,76.90157,0,0,0,0.0,14304,False,False
23,2020-06-02,49,PI,Altos,2200400,city,68,167.8018,6,2,0,0.0294,40524,False,False
23,2020-06-02,40,PI,Alvorada do Gurguéia,2200459,city,1,18.45359,0,0,0,0.0,5419,False,False
23,2020-06-02,32,PI,Amarante,2200509,city,8,45.45971,1,0,0,0.0,17598,False,False
23,2020-06-02,46,PI,Angical do Piauí,2200608,city,9,132.58692,3,1,1,0.1111,6788,False,False
23,2020-06-02,39,PI,Anísio de Abreu,2200707,city,17,172.06478,0,0,0,0.0,9880,False,False
23,2020-06-02,35,PI,Aroazes,2200905,city,1,17.13796,0,0,0,0.0,5835,False,False
23,2020-06-02,16,PI,Avelino Lopes,2201101,city,2,17.71636,0,0,0,0.0,11289,False,False
23,2020-06-02,27,PI,Baixa Grande do Ribeiro,2201150,city,17,146.72881,3,1,0,0.0588,11586,False,False
23,2020-06-02,37,PI,Barras,2201200,city,194,412.18714,11,2,0,0.0103,47066,False,False
23,2020-06-02,11,PI,Barreiras do Piauí,2201309,city,1,29.86858,0,0,0,0.0,3348,False,False
23,2020-06-02,9,PI,Barro Duro,2201408,city,21,298.63481,4,0,0,0.0,7032,False,False
23,2020-06-02,30,PI,Batalha,2201507,city,70,260.63968,2,2,0,0.0286,26857,False,False
23,2020-06-02,19,PI,Bela Vista do Piauí,2201556,city,1,24.9066,0,0,0,0.0,4015,False,False
23,2020-06-02,15,PI,Belém do Piauí,2201572,city,6,168.25575,0,1,0,0.1667,3566,False,False
23,2020-06-02,30,PI,Beneditinos,2201606,city,2,19.10767,0,0,0,0.0,10467,False,False
23,2020-06-02,31,PI,Bertolínia,2201705,city,4,72.71405,0,0,0,0.0,5501,False,False
23,2020-06-02,44,PI,Betânia do Piauí,2201739,city,1,16.11604,0,0,0,0.0,6205,False,False
23,2020-06-02,35,PI,Boa Hora,2201770,city,3,44.24126,0,0,0,0.0,6781,False,False
23,2020-06-02,12,PI,Bocaina,2201804,city,4,88.88889,0,0,0,0.0,4500,False,False
23,2020-06-02,40,PI,Bom Jesus,2201903,city,68,270.06633,6,0,0,0.0,25179,False,False
23,2020-06-02,47,PI,Bom Princípio do Piauí,2201919,city,1,17.76199,0,1,0,1.0,5630,False,False
23,2020-06-02,49,PI,Bonfim do Piauí,2201929,city,1,17.63668,0,0,0,0.0,5670,False,False
23,2020-06-02,8,PI,Brasileira,2201960,city,4,48.02497,0,0,0,0.0,8329,False,False
23,2020-06-02,38,PI,Buriti dos Lopes,2202000,city,25,126.3839,4,2,1,0.08,19781,False,False
23,2020-06-02,14,PI,Buriti dos Montes,2202026,city,3,36.3901,0,1,0,0.3333,8244,False,False
23,2020-06-02,15,PI,Cabeceiras do Piauí,2202059,city,2,18.89288,0,0,0,0.0,10586,False,False
23,2020-06-02,11,PI,Cajazeiras do Piauí,2202075,city,1,28.09778,0,0,0,0.0,3559,False,False
23,2020-06-02,11,PI,Caldeirão Grande do Piauí,2202091,city,3,51.93906,0,0,0,0.0,5776,False,False
23,2020-06-02,6,PI,Campinas do Piauí,2202109,city,1,17.81578,0,0,0,0.0,5613,False,False
23,2020-06-02,7,PI,Campo Alegre do Fidalgo,2202117,city,1,19.82161,0,0,0,0.0,5045,False,False
23,2020-06-02,19,PI,Campo Grande do Piauí,2202133,city,19,319.70385,2,0,0,0.0,5943,False,False
23,2020-06-02,12,PI,Campo Largo do Piauí,2202174,city,1,13.73815,0,0,0,0.0,7279,False,False
23,2020-06-02,61,PI,Campo Maior,2202208,city,171,365.12715,10,4,1,0.0234,46833,False,False
23,2020-06-02,39,PI,Canto do Buriti,2202307,city,4,18.8795,0,1,0,0.25,21187,False,False
23,2020-06-02,15,PI,Capitão de Campos,2202406,city,0,,0,0,0,0.0,11417,False,False
23,2020-06-02,13,PI,Capitão Gervásio Oliveira,2202455,city,2,48.78049,0,0,0,0.0,4100,False,False
23,2020-06-02,51,PI,Caracol,2202505,city,2,18.32173,0,0,0,0.0,10916,False,False
23,2020-06-02,6,PI,Caraúbas do Piauí,2202539,city,3,51.12474,1,0,0,0.0,5868,False,False
23,2020-06-02,41,PI,Castelo do Piauí,2202604,city,9,45.6482,0,0,0,0.0,19716,False,False
23,2020-06-02,1,PI,Caxingó,2202653,city,1,18.43658,1,0,0,0.0,5424,False,False
23,2020-06-02,30,PI,Cocal,2202703,city,16,57.58088,1,1,0,0.0625,27787,False,False
23,2020-06-02,26,PI,Cocal de Telha,2202711,city,26,531.58863,0,0,0,0.0,4891,False,False
23,2020-06-02,32,PI,Cocal dos Alves,2202729,city,2,32.50447,0,0,0,0.0,6153,False,False
23,2020-06-02,27,PI,Coivaras,2202737,city,3,74.62687,1,0,0,0.0,4020,False,False
23,2020-06-02,44,PI,Colônia do Gurguéia,2202752,city,4,61.69031,0,1,0,0.25,6484,False,False
23,2020-06-02,32,PI,Colônia do Piauí,2202778,city,3,39.18495,0,0,0,0.0,7656,False,False
23,2020-06-02,37,PI,Corrente,2202901,city,24,90.07657,0,0,0,0.0,26644,False,False
23,2020-06-02,11,PI,Cristino Castro,2203107,city,1,9.59417,0,1,0,1.0,10423,False,False
23,2020-06-02,15,PI,Curimatá,2203206,city,8,70.24939,0,0,0,0.0,11388,False,False
23,2020-06-02,27,PI,Currais,2203230,city,0,,0,0,0,0.0,4954,False,False
23,2020-06-02,6,PI,Curralinhos,2203255,city,3,67.52194,0,0,0,0.0,4443,False,False
23,2020-06-02,8,PI,Curral Novo do Piauí,2203271,city,1,18.71608,0,0,0,0.0,5343,False,False
23,2020-06-02,48,PI,Demerval Lobão,2203305,city,77,557.2845,10,1,0,0.013,13817,False,False
23,2020-06-02,18,PI,Dirceu Arcoverde,2203354,city,27,385.10911,0,0,0,0.0,7011,False,False
23,2020-06-02,23,PI,Dom Expedito Lopes,2203404,city,13,188.29664,4,0,0,0.0,6904,False,False
23,2020-06-02,11,PI,Domingos Mourão,2203420,city,1,22.96211,0,0,0,0.0,4355,False,False
23,2020-06-02,16,PI,Dom Inocêncio,2203453,city,2,20.92926,0,0,0,0.0,9556,False,False
23,2020-06-02,38,PI,Elesbão Veloso,2203503,city,28,191.75455,0,1,0,0.0357,14602,False,False
23,2020-06-02,47,PI,Esperantina,2203701,city,165,415.23014,6,2,0,0.0121,39737,False,False
23,2020-06-02,37,PI,Fartura do Piauí,2203750,city,3,56.52911,0,0,0,0.0,5307,False,False
23,2020-06-02,45,PI,Floriano,2203909,city,83,138.48336,3,3,0,0.0361,59935,False,False
23,2020-06-02,47,PI,Francinópolis,2204006,city,9,168.28721,0,0,0,0.0,5348,False,False
23,2020-06-02,34,PI,Francisco Ayres,2204105,city,2,45.99816,0,0,0,0.0,4348,False,False
23,2020-06-02,31,PI,Francisco Santos,2204204,city,3,32.1923,0,0,0,0.0,9319,False,False
23,2020-06-02,26,PI,Fronteiras,2204303,city,7,60.21505,1,0,0,0.0,11625,False,False
23,2020-06-02,9,PI,Gilbués,2204402,city,4,37.41815,0,0,0,0.0,10690,False,False
23,2020-06-02,8,PI,Guadalupe,2204501,city,1,9.52472,0,0,0,0.0,10499,False,False
23,2020-06-02,15,PI,Hugo Napoleão,2204600,city,3,77.37942,0,0,0,0.0,3877,False,False
23,2020-06-02,40,PI,Ilha Grande,2204659,city,5,53.04477,0,1,0,0.2,9426,False,False
23,2020-06-02,48,PI,Inhuma,2204709,city,7,45.72772,0,1,0,0.1429,15308,False,False
23,2020-06-02,26,PI,Ipiranga do Piauí,2204808,city,1,10.19264,0,0,0,0.0,9811,False,False
23,2020-06-02,6,PI,Isaías Coelho,2204907,city,3,35.09182,1,0,0,0.0,8549,False,False
23,2020-06-02,10,PI,Itainópolis,2205003,city,4,34.69211,0,0,0,0.0,11530,False,False
23,2020-06-02,44,PI,Itaueira,2205102,city,1,9.07523,0,1,0,1.0,11019,False,False
23,2020-06-02,15,PI,Jaicós,2205201,city,1,5.23451,0,0,0,0.0,19104,False,False
23,2020-06-02,1,PI,Jerumenha,2205300,city,1,22.46181,1,0,0,0.0,4452,False,False
23,2020-06-02,14,PI,Joaquim Pires,2205409,city,6,41.8002,0,0,0,0.0,14354,False,False
23,2020-06-02,40,PI,José de Freitas,2205508,city,34,86.717,3,2,0,0.0588,39208,False,False
23,2020-06-02,15,PI,Juazeiro do Piauí,2205516,city,9,164.29354,-1,0,0,0.0,5478,False,False
23,2020-06-02,32,PI,Júlio Borges,2205524,city,4,71.08584,0,2,0,0.5,5627,False,False
23,2020-06-02,4,PI,Lagoa de São Francisco,2205573,city,1,14.79728,0,0,0,0.0,6758,False,False
23,2020-06-02,45,PI,Lagoa do Barro do Piauí,2205565,city,8,171.85822,0,0,0,0.0,4655,False,False
23,2020-06-02,21,PI,Lagoa do Piauí,2205581,city,21,516.73228,3,1,0,0.0476,4064,False,False
23,2020-06-02,18,PI,Lagoa do Sítio,2205599,city,2,38.63241,0,0,0,0.0,5177,False,False
23,2020-06-02,19,PI,Landri Sales,2205607,city,4,75.54297,0,0,0,0.0,5295,False,False
23,2020-06-02,47,PI,Luís Correia,2205706,city,56,184.75141,10,2,0,0.0357,30311,False,False
23,2020-06-02,41,PI,Luzilândia,2205805,city,30,117.71168,4,1,0,0.0333,25486,False,False
23,2020-06-02,10,PI,Madeiro,2205854,city,5,60.16847,2,1,0,0.2,8310,False,False
23,2020-06-02,40,PI,Manoel Emídio,2205904,city,1,18.69508,0,1,0,1.0,5349,False,False
23,2020-06-02,24,PI,Marcolândia,2205953,city,7,82.43052,1,0,0,0.0,8492,False,False
23,2020-06-02,30,PI,Marcos Parente,2206001,city,4,87.93141,0,0,0,0.0,4549,False,False
