Piau&iacute; | Todos os Munic&iacute;pios;;;;;;;;;;;;;;;;;;;;;
Matias Ol&iacute;mpio,2206100,matiense,EDISIO ALVES MAIA,226.374,10958,46.26,98.5,0.562,11.76,24193.57103,23585.83691,6700.60,;;;;;;;;;;;;;;;;;;;;;;
Miguel Alves,2206209,miguel-alvense,MIGUEL BORGES DE OLIVEIRA J&Uacute;NIOR,1393.715,33833,23.17,96.6,0.539,21.40,62959.60603,66953.70893,6868.16,;;;;;;;;;;;;;;;;;;;;;;
Miguel Le&atilde;o,2206308,leonino,ROBERTO C&Eacute;SAR DE &Aacute;REA LE&Atilde;O NASCIMENTO,93.412,1242,13.40,99.6,0.623,71.43,9227.04662,8248.63563,11990.69,;;;;;;;;;;;;;;;;;;;
Milton Brand&atilde;o,2206357,milton brand&atilde;oense,EXPEDITO RODRIGUES DE SOUSA,1309.128,6608,4.93,98.9,0.508,26.67,15756.66539,15264.30988,6633.41,;;;;;;;;;;;;;;;;;;;;;
Monsenhor Gil,2206407,monsenhorgilense,JO&Atilde;O LUIZ CARVALHO DA SILVA,567.545,10564,18.17,98.8,0.615,38.46,24182.97964,21251.45441,8745.55,;;;;;;;;;;;;;;;;;;;;;;
Monsenhor Hip&oacute;lito,2206506,hipolitano,ZENON DE MOURA BEZERRA,401.433,7767,18.41,96.7,0.561,12.05,18407.18284,16370.10783,7136.71,;;;;;;;;;;;;;;;;;;;;;;
Monte Alegre do Piau&iacute;,2206605,montealegrense,DAVINELSON SOARES ROSAL,2417.933,10615,4.28,98.3,0.578,9.90,30161.71877,27518.0085,14847.26,;;;;;;;;;;;;;;;;;;;;;;
Morro Cabe&ccedil;a no Tempo,2206654,morrense,ANTONIO CARLOS BATISTA DE FIGUEREDO,2210.461,4530,1.92,97.7,0.542,14.08,13553.41232,13336.89642,7532.10,;;;;;;;;;;;;;;;;;;;;;;
Morro do Chap&eacute;u do Piau&iacute;,2206670,morrochapeuense,MARCOS HENRIQUE FORTES REBELO,328.289,6811,19.80,98.8,0.550,24.19,17116.47225,16643.62427,6657.93,;;;;;;;;;;;;;;;;;;;;;
Murici dos Portelas,2206696,muriciense,RICARDO DO NASCIMENTO MARTINS SALES,480.567,9209,17.57,96.1,0.530,8.40,22771.74177,20317.76151,7195.48,;;;;;;;;;;;;;;;;;;;;;;;
Nazar&eacute; do Piau&iacute;,2206704,nazareno-do-piau&iacute;,RAIMUNDO NONATO COSTA,1315.841,7322,5.56,99.3,0.576,12.20,17461.18715,16289.00381,6714.34,;;;;;;;;;;;;;;;;;;;;
Naz&aacute;ria,2206720,nazariense,OSVALDO BONFIM DE CARVALHO,364.525,8602,22.19,97.1,0.602,6.21,23422.2238,19021.90086,9361.34,;;;;;;;;;;;;;;;;;;;;;;
Nossa Senhora de Nazar&eacute;,2206753,nazareno,LUIZ CARDOSO DE OLIVEIRA  NETO,356.264,4891,12.79,95.5,0.586,18.52,15386.46749,14454.96582,6973.01,;;;;;;;;;;;;;;;;;;;;;;
Nossa Senhora dos Rem&eacute;dios,2206803,remediense,MANOEL DE JESUS SILVA,357.896,8723,22.89,96.6,0.533,14.18,22680.34842,21842.29398,6998.83,;;;;;;;;;;;;;;;;;;;;;;
Novo Oriente do Piau&iacute;,2206902,novo-orientino,ARNILTON NOGUEIRA DOS SANTOS,525.906,6556,12.37,97.7,0.562,14.29,15894.61852,15360.16045,6497.10,;;;;;;;;;;;;;;;;;;;;;;
Novo Santo Ant&ocirc;nio,2206951,santantoniense,EDGAR GERALDO DE ALENCAR BONA MIRANDA,445.332,3003,6.77,96.5,0.528,102.56,12273.67672,10802.68713,7521.55,;;;;;;;;;;;;;;;;;;;;;;
Oeiras,2207009,oeirense,JOS&Eacute; RAIMUNDO DE S&Aacute; LOPES,2702.486,37085,13.19,97.9,0.634,15.90,68917.28051,64802.78674,11009.05,;;;;;;;;;;;;;;;;;;;;;
Olho D'&Aacute;gua do Piau&iacute;,2207108,olho d&rsquo;aguense,ANTONIO FRANCISCO DOS SANTOS,183.121,2468,11.96,96.7,0.576,23.26,10841.85543,9914.1504,8296.87,;;;;;;;;;;;;;;;;;;;;
Padre Marcos,2207207,padre-marquense,JOSE VALDINAR DA SILVA,278.637,6873,24.47,99.5,0.541,11.11,17219.72301,15682.16473,8013.96,;;;;;;;;;;;;;;;;;;;;;;;
Paes Landim,2207306,paes-landinense,GUTEMBERG MOURA DE ARAUJO,401.378,4126,10.11,98.5,0.575,15.63,14098.90808,13330.45812,8643.10,;;;;;;;;;;;;;;;;;;;;;;;
Paje&uacute; do Piau&iacute;,2207355,pajeuense,SEBASTIANA VIEIRA DE CARVALHO,986.961,3404,3.12,98,0.559,35.71,13480.52443,13302.83384,8192.99,;;;;;;;;;;;;;;;;;;;;;
Palmeira do Piau&iacute;,2207405,palmeirino,JOAO DA CRUZ ROSAL DA LUZ,2023.519,5036,2.47,97.4,0.557,26.32,15953.57164,12759.86461,14312.04,;;;;;;;;;;;;;;;;;;;;;;
Palmeirais,2207504,palmeirense,REGINALDO SOARES VELOSO JUNIOR,1499.180,14587,9.17,98.3,0.562,20.94,31990.70453,32426.2726,6810.07,;;;;;;;;;;;;;;;;;;;;;;;
Paquet&aacute;,2207553,paquetaense,THALES COELHO PIMENTEL,432.681,3937,9.25,96.9,0.509,64.52,14093.62041,12421.38159,8578.34,;;;;;;;;;;;;;;;;;;;;;;
Parnagu&aacute;,2207603,parnaguaense,JONDSON CASTRO FE,3429.282,10819,3.00,96.4,0.575,24.10,32102.99962,26978.44793,7629.27,;;;;;;;;;;;;;;;;;;;;;;
Parna&iacute;ba,2207702,parnaibano,FRANCISCO DE ASSIS DE MORAES SOUZA,435.942,153482,334.51,97.5,0.687,14.72,340708.33219,321306.77298,13534.25,;;;;;;;;;;;;;;;;;;;;;;
Passagem Franca do Piau&iacute;,2207751,passagemfranquense,RAISLAN FARIAS DOS SANTOS,643.438,4323,5.35,98.9,0.561,34.48,N&atilde;o informado,N&atilde;o informado,7853.59,;;;;;;;;;;;;;;;;;;;;
Patos do Piau&iacute;,2207777,patoense,AGENILSON TEIXEIRA DIAS,803.299,6406,8.12,98.4,0.563,35.09,16359.03285,15380.80495,7230.59,;;;;;;;;;;;;;;;;;;;;;;
Pau D'Arco do Piau&iacute;,2207793,paudarquiense,JOSENILTON DE SOUSA RODRIGUES BACELAR,430.817,4065,8.72,98.1,0.514,96.77,12459.43257,9938.17922,6122.50,;;;;;;;;;;;;;;;;;;;;;;
Paulistana,2207801,paulistanense,GILBERTO JOS&Eacute; DE MELO,1941.393,20554,10.04,97.9,0.600,20.29,56081.65085,50043.2428,9520.24,;;;;;;;;;;;;;;;;;;;;;;
Pavussu,2207850,pavussuense,JULIMAR BARBOSA DA SILVA,1090.697,3669,3.36,97.8,0.526,20.83,12901.31676,10447.93147,7676.30,;;;;;;;;;;;;;;;;;;;;;;;
Pedro II,2207900,pedro-segundense,ALVIMAR OLIVEIRA DE ANDRADE,1544.565,38778,24.70,97.3,0.571,10.66,86140.9556,66740.59688,7596.27,;;;;;;;;;;;;;;;;;;;;;;;
Pedro Laurentino,2207934,pedro laurentinense,LEONCIO LEITE DE SOUSA,870.337,2544,2.77,97.2,0.562,40.00,11379.13206,10006.57824,8416.55,;;;;;;;;;;;;;;;;;;;;;;;
Nova Santa Rita,2207959,Santaritense,ANTONIO FRANCISCO RODRIGUES DA SILVA,909.734,4383,4.60,97.1,0.554,16.13,13902.00332,13698.26697,7668.97,;;;;;;;;;;;;;;;;;;;;;;;
Picos,2208007,picoense,JOS&Eacute; WALMIR DE LIMA,577.304,78431,137.30,98.3,0.698,15.63,184481.15986,179285.43185,18531.43,;;;;;;;;;;;;;;;;;;;;;;
Pimenteiras,2208106,pimenteirense,ANTONIO VENICIO DO &Oacute; DE LIMA,4562.900,12139,2.57,98.9,0.566,7.09,25488.71329,25870.49967,6701.99,;;;;;;;;;;;;;;;;;;;;;;
Pio IX,2208205,pio-nonense,REGINA COELI VIANA DE ANDRADE E SILVA,1947.212,18459,9.08,98.8,0.564,9.17,37914.12969,37586.2965,7408.70,;;;;;;;;;;;;;;;;;;;;;;;
Piracuruca,2208304,piracuruquense,RAIMUNDO ALVES FILHO,2369.210,28874,11.57,94.8,0.596,15.42,52130.77281,48756.05716,9195.58,;;;;;;;;;;;;;;;;;;;;;;;
Piripiri,2208403,piripiriense,LUIZ CAVALCANTE E MENEZES,1409.250,63787,43.89,97.3,0.635,11.83,124496.24539,111283.47559,10475.51,;;;;;;;;;;;;;;;;;;;;;;;
Porto,2208502,portuense,DOMINGOS BACELAR DE CARVALHO,253.210,12608,47.08,98,0.549,11.11,26808.63574,27270.5884,6544.36,;;;;;;;;;;;;;;;;;;;;;;;
Porto Alegre do Piau&iacute;,2208551,porto  alegrense,MARCIO NEIVA MARTINS,1169.441,2720,2.19,98.9,0.563,35.71,12313.94079,11914.60031,8520.42,;;;;;;;;;;;;;;;;;;;;;;
Prata do Piau&iacute;,2208601,pratense,WILLHELM BARBOSA LIMA,198.566,3150,15.71,98.5,0.565,26.32,5543.27966,10023.90526,7104.01,;;;;;;;;;;;;;;;;;;;;;;
Queimada Nova,2208650,queimadanovense,RAIMUNDO JULIO COELHO,1284.674,9017,6.32,99.3,0.515,9.35,19016.33017,17424.73044,7724.48,;;;;;;;;;;;;;;;;;;;;;;;
Reden&ccedil;&atilde;o do Gurgu&eacute;ia,2208700,gurgue&iacute;no,ANGELO JOSE SENA SANTOS,2468.072,8796,3.40,97.9,0.589,7.09,19925.31614,17427.18525,7807.64,;;;;;;;;;;;;;;;;;;;
Regenera&ccedil;&atilde;o,2208809,regenerense,HERMES TEIXEIRA NUNES JUNIOR,1251.036,17979,14.03,97.4,0.591,3.77,40933.85553,36690.19373,8909.60,;;;;;;;;;;;;;;;;;;;;;
Riacho Frio,2208858,riacho friense,ADALBERTO GERARDO ROCHA MASCARENHAS,2222.096,4309,1.91,98.9,0.541,30.77,15010.33249,13797.20791,8277.65,;;;;;;;;;;;;;;;;;;;;;;;
Ribeira do Piau&iacute;,2208874,ribeirense,ARNALDO ARA&Uacute;JO PEREIRA DA COSTA,1012.479,4488,4.25,98.4,0.520,18.18,19252.97263,15452.31705,25268.13,;;;;;;;;;;;;;;;;;;;;;
Ribeiro Gon&ccedil;alves,2208908,ribeiro-gon&ccedil;alvino,LINDENBERG VIEIRA DA SILVA,3978.944,7376,1.72,96.8,0.601,26.32,23907.02368,22229.96172,48076.94,;;;;;;;;;;;;;;;;;;;;;
Rio Grande do Piau&iacute;,2209005,rio-grandense-do-piau&iacute;,MAUR&Iacute;CIO MARTINS COSTA SILVA,635.953,6433,9.86,96.5,0.572,24.10,15796.58622,14990.19608,7058.55,;;;;;;;;;;;;;;;;;;;;
Santa Cruz do Piau&iacute;,2209104,santa-cruzense,FRANCISCO BARROSO DE CARVALHO NETO,583.097,6247,9.85,96.8,0.601,12.66,14598.49546,13595.61256,7973.41,;;;;;;;;;;;;;;;;;;;;;;
Santa Cruz dos Milagres,2209153,santacruzense,WILNEY RODRIGUES DE MOURA,978.565,4033,3.87,98.6,0.577,54.05,11892.9292,10633.52481,8248.29,;;;;;;;;;;;;;;;;;;;;;;;
Santa Filomena,2209203,filomense,CARLOS AUGUSTO DE ARAUJO BRAGA,5285.450,6254,1.15,97.6,0.544,30.30,20195.45181,17795.81906,34627.48,;;;;;;;;;;;;;;;;;;;;;;;
Santa Luz,2209302,santa-luzense,CIDELTON DA CUNHA PINHEIRO,1186.737,5882,4.65,99.5,0.588,24.10,13413.32196,12920.43878,7963.00,;;;;;;;;;;;;;;;;;;;;;;;
Santana do Piau&iacute;,2209351,santanense,FRANCISCO RAIMUNDO DE MOURA,111.063,4642,34.84,96.1,0.574,65.22,12951.98763,11190.2852,7178.07,;;;;;;;;;;;;;;;;;;;;;;
Santa Rosa do Piau&iacute;,2209377,santarosense,VERISSIMO ANTONIO SIQUEIRA DA SILVA,340.198,5255,15.14,99,0.567,28.17,13554.75682,11278.12276,6922.08,;;;;;;;;;;;;;;;;;;;;;;
Santo Ant&ocirc;nio de Lisboa,2209401,santo-antoense,WELINGTON CARLOS SILVA,385.135,6441,15.51,93.5,0.584,25.64,13307.98414,11681.3077,9225.25,;;;;;;;;;;;;;;;;;;;;;;
Santo Ant&ocirc;nio dos Milagres,2209450,santoantonhense,ADALBERTO GOMES VILANOVA SOUSA FILHO,33.668,2166,62.12,97.5,0.619,23.81,10465.95636,8921.77999,6114.28,;;;;;;;;;;;;;;;;;;;;;;
Santo In&aacute;cio do Piau&iacute;,2209500,santinacense,TAIRO MOURA MESQUITA,852.088,3803,4.28,99.3,0.613,62.50,13511.23533,12817.27701,7340.05,;;;;;;;;;;;;;;;;;;;;;
S&atilde;o Braz do Piau&iacute;,2209559,san-brazense,NILTON PEREIRA CARDOSO,656.367,4451,6.57,98.7,0.596,18.52,13567.75022,14389.00431,6375.15,;;;;;;;;;;;;;;;;;;;;;
S&atilde;o F&eacute;lix do Piau&iacute;,2209609,s&atilde;o-felicense,JOSE JAILSON PIO,627.157,2932,4.67,100,0.610,35.71,128.64021,10343.23721,8347.67,;;;;;;;;;;;;;;;;;;;
S&atilde;o Francisco de Assis do Piau&iacute;,2209658,s&atilde;ofranciscoense,JOSIMAR JO&Atilde;O DE OLIVEIRA,1072.480,5779,5.06,96,0.485,46.15,17196.50948,13398.5124,6904.42,;;;;;;;;;;;;;;;;;;;
S&atilde;o Francisco do Piau&iacute;,2209708,s&atilde;o-franciscano,ANTONIO MARTINS DE CARVALHO,1340.665,6420,4.70,98.4,0.570,20.83,20144.19608,17792.75488,7600.49,;;;;;;;;;;;;;;;;;;;;
S&atilde;o Gon&ccedil;alo do Gurgu&eacute;ia,2209757,s&atilde;o gon&ccedil;alense,PAULO LUSTOSA NOGUEIRA,1385.311,3057,2.04,97.4,0.560,25.00,11629.74715,11197.49833,9616.43,;;;;;;;;;;;;;;;;;;
S&atilde;o Gon&ccedil;alo do Piau&iacute;,2209807,s&atilde;o-gon&ccedil;alense,LUIS DE SOUSA RIBEIRO JUNIOR,150.070,5030,31.65,97.7,0.616,14.29,14857.18438,11861.49408,7167.87,;;;;;;;;;;;;;;;;;;
S&atilde;o Jo&atilde;o da Canabrava,2209856,canabravense,MERCIA DE ARAUJO ABREU,480.537,4614,9.26,96.8,0.559,21.28,15109.7642,13621.79682,7159.66,;;;;;;;;;;;;;;;;;;;;;
S&atilde;o Jo&atilde;o da Fronteira,2209872,s&atilde;o j&atilde;o fronteirense,ANTONIO ERIVAN RODRIGUES FERNANDES,817.111,6064,7.33,88.3,0.515,14.08,15741.72047,13735.94487,7493.83,;;;;;;;;;;;;;;;;;;;
S&atilde;o Jo&atilde;o da Serra,2209906,serra-jonense,ANANIAS FERNANDES DE SOUSA,997.035,6122,6.12,99.1,0.582,17.86,7398.76515,14580.70013,7777.26,;;;;;;;;;;;;;;;;;;;;;
S&atilde;o Jo&atilde;o da Varjota,2209955,sanjoanense,HELIO NERI MENDES REGO,395.306,4848,11.77,96.9,0.559,25.32,13581.55358,11961.72279,6264.00,;;;;;;;;;;;;;;;;;;;;;
S&atilde;o Jo&atilde;o do Arraial,2209971,s&atilde;o j&atilde;oense,BENEDITA VILMA LIMA,213.355,8038,34.38,98.4,0.523,6.67,18221.93235,17277.28584,5910.73,;;;;;;;;;;;;;;;;;;;
S&atilde;o Jo&atilde;o do Piau&iacute;,2210003,s&atilde;o-joanense,GIL CARLOS MODESTO ALVES,1527.773,20662,12.80,98.3,0.645,13.33,53644.45795,52610.32457,10652.35,;;;;;;;;;;;;;;;;;;;
S&atilde;o Jos&eacute; do Divino,2210052,s&atilde;ojoseense,ANTONIO NONATO LIMA GOMES,319.082,5354,16.13,99.2,0.565,18.18,14622.78516,12846.07245,8627.17,;;;;;;;;;;;;;;;;;;;;
S&atilde;o Jos&eacute; do Peixe,2210102,s&atilde;o-joseense,VALDEMAR DOS SANTOS BARROS,1287.174,3741,2.87,97.5,0.573,30.77,13523.20391,12487.67466,8793.97,;;;;;;;;;;;;;;;;;;;;
S&atilde;o Jos&eacute; do Piau&iacute;,2210201,s&atilde;o-joseense,JO&Atilde;O BEZERRA NETO,373.347,6700,18.06,97.5,0.552,14.49,13687.11323,13491.45665,7873.15,;;;;;;;;;;;;;;;;;;
S&atilde;o Juli&atilde;o,2210300,s&atilde;o-julianense,JONAS BEZERRA DE ALENCAR,291.115,6371,22.07,94.3,0.594,15.63,17088.97766,15242.52904,7025.78,;;;;;;;;;;;;;;;;;;;;
S&atilde;o Louren&ccedil;o do Piau&iacute;,2210359,lourenciano,MICHELLE DE OLIVEIRA CRUZ,672.710,4577,6.58,98.9,0.595,16.39,14186.92375,12401.31315,6643.96,;;;;;;;;;;;;;;;;;;;;
S&atilde;o Luis do Piau&iacute;,2210375,s&atilde;oluisense,RAIMUNDO RENATO VICENTE DE ARAUJO SOUSA,217.924,2646,11.62,97,0.554,34.48,10689.18566,9791.515,6624.34,;;;;;;;;;;;;;;;;;;;;
S&atilde;o Miguel da Baixa Grande,2210383,s&atilde;omiquelense,JOSEMAR TEIXEIRA MOURA,445.599,2454,5.49,98.9,0.563,90.91,59.73257,8860.61796,8409.06,;;;;;;;;;;;;;;;;;;;;;
S&atilde;o Miguel do Fidalgo,2210391,fidalguense,CRISTOV&Atilde;O DIAS DE OLIVEIRA,813.444,3038,3.66,98.7,0.535,103.45,11602.86967,10920.63874,7862.29,;;;;;;;;;;;;;;;;;;;;;
S&atilde;o Miguel do Tapuio,2210409,tapuiense,POMPILIO EVARISTO CARDOSO FILHO,4988.193,17639,3.48,97.5,0.556,14.35,48150.87719,37841.09592,6971.17,;;;;;;;;;;;;;;;;;;;;;;
S&atilde;o Pedro do Piau&iacute;,2210508,s&atilde;o-pedrense,JOS&Eacute; MARIA RIBEIRO DE AQUINO J&Uacute;NIOR,518.288,14324,26.32,98.4,0.595,26.09,30144.58443,28378.32444,7302.46,;;;;;;;;;;;;;;;;;;
S&atilde;o Raimundo Nonato,2210607,s&atilde;o-raimundense,CARMELITA DE CASTRO SILVA,2415.599,34877,13.38,98,0.661,17.13,65149.95424,62121.81633,11955.03,;;;;;;;;;;;;;;;;;;;;;
Sebasti&atilde;o Barros,2210623,sebasti&atilde;o barrense,ONELIO CARVALHO DOS SANTOS,893.716,3451,3.98,99.3,0.536,16.39,13553.41232,13336.89642,10254.30,;;;;;;;;;;;;;;;;;;;;;
Sebasti&atilde;o Leal,2210631,sebasti&atilde;o-lealense,ANGELO PEREIRA DE SOUSA,3151.588,4303,1.31,97.6,0.562,22.73,19130.41333,16770.46266,29192.12,;;;;;;;;;;;;;;;;;;;;;
Sigefredo Pacheco,2210656,sigefredense,OSCAR BARBOSA DA SILVA,1031.489,10058,9.95,99.2,0.581,9.35,20741.2814,17945.23567,6252.92,;;;;;;;;;;;;;;;;;;;;;;;
Sim&otilde;es,2210706,simonense,JOSE WILSON DE CARVALHO,1075.517,14649,13.23,95.3,0.575,13.27,35710.29048,36149.90934,32220.27,;;;;;;;;;;;;;;;;;;;;;;
Simpl&iacute;cio Mendes,2210805,simpl&iacute;cio-mendense,HELI DE ARAUJO MOURA FE,1360.028,12746,8.97,98.6,0.627,11.43,39720.45351,29871.76997,10605.66,;;;;;;;;;;;;;;;;;;;;;
Socorro do Piau&iacute;,2210904,socorrense,JOSE COELHO FILHO,761.854,4563,5.94,97.8,0.561,34.48,14447.86074,16630.64372,7438.05,;;;;;;;;;;;;;;;;;;;;;;
Sussuapara,2210938,sussuaparense,EDVARDO ANT&Ocirc;NIO DA ROCHA,205.741,6767,29.70,93.7,0.586,13.70,15446.05152,13753.90824,7295.99,;;;;;;;;;;;;;;;;;;;;;;
Tamboril do Piau&iacute;,2210953,tamborilense,ANA DELCIDES FIGUEIREDO GUEDES,1587.296,2929,1.73,99.6,0.501,21.74,12540.20191,10582.26539,7636.13,;;;;;;;;;;;;;;;;;;;;;;
Tanque do Piau&iacute;,2210979,tanquense,FRANCISCO PEREIRA DA SILVA FILHO,398.723,2773,6.57,97.9,0.579,52.63,11484.11815,10337.01166,9965.84,;;;;;;;;;;;;;;;;;;;;;;
Teresina,2211001,teresinense,FIRMINO DA SILVEIRA SOARES FILHO,1391.046,868075,584.94,97.8,0.751,16.49,2804376.07164,2669283.43178,22481.67,;;;;;;;;;;;;;;;;;;;;;;;
Uni&atilde;o,2211100,unionense,PAULO HENRIQUE MEDEIROS COSTA,1173.447,44569,36.35,97.9,0.577,15.65,88044.58508,87307.80997,7742.13,;;;;;;;;;;;;;;;;;;;;;;
Uru&ccedil;u&iacute;,2211209,uru&ccedil;uiense,FRANCISCO WAGNER PIRES COELHO,8411.898,21655,2.40,97,0.631,21.48,72450.40111,62120.62513,59528.58,;;;;;;;;;;;;;;;;;;;;
Valen&ccedil;a do Piau&iacute;,2211308,valenciano,MARIA DA CONCEI&Ccedil;&Atilde;O CUNHA DIAS,1333.722,20929,15.23,98.6,0.647,6.97,45444.32883,42662.67051,10862.53,;;;;;;;;;;;;;;;;;;;
V&aacute;rzea Branca,2211357,varzea-branquense,IDEVALDO RIBEIRO DA SILVA,450.755,4938,10.90,97.9,0.553,28.99,15047.23541,14562.80699,7127.94,;;;;;;;;;;;;;;;;;;;;;;
V&aacute;rzea Grande,2211407,v&aacute;rzea-grandense,CL&Aacute;UDIA REGINA MEDEIROS E SILVA,237.013,4386,18.29,99.6,0.571,16.13,13017.22387,11673.39861,7148.74,;;;;;;;;;;;;;;;;;;;;
Vera Mendes,2211506,veramendense,MILTON DA SILVA OLIVEIRA,341.974,3080,8.73,98.2,0.503,43.48,14036.1438,12432.50237,7950.50,;;;;;;;;;;;;;;;;;;;;;;;
Vila Nova do Piau&iacute;,2211605,vilanovense,EDILSON EDMUNDO DE BRITO,221.654,2952,14.09,98.7,0.565,27.78,13552.75494,11517.72334,9829.32,;;;;;;;;;;;;;;;;;;;;;;
Wall Ferraz,2211704,wal farrazense,DANILO ARA&Uacute;JO NUNES MARTINS,269.987,4471,15.85,97.3,0.544,58.82,13474.81433,12680.94248,7152.49,;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
