VALOR_BF,QTD_BF,VALOR_AE,QTD_AE,VALOR_BPC,QTD_BPC,CONF,OBT,INC,Selected,MUNICIPIO
0.3728362964736417,0.3471555889115864,0.19807502014050524,0.3083761063146597,0.26652739726027397,0.27021556886227543,0.23731030385412633,0.0,0.23731198036768283,No,BOCAINA
0.35834234980436475,0.33599632155877324,0.5628243768525684,0.47689258000836554,0.7341220423412206,0.7334940508593203,0.47520509234247144,0.2304963130651204,0.4752057373754469,No,BOM JESUS
0.2909235003313658,0.4697966280481051,0.715024447718914,0.7991077361774074,0.1409774264580647,0.14398698163176313,0.0745788111007757,0.2577116637063351,0.07457318750132222,No,BOM PRINCIPIO DO PIAUI
0.5682536163102867,0.5045887166319816,0.6030103127343125,0.7119569655085697,0.2457477168949772,0.24864556601083546,0.12440584052490918,0.0852978640015677,0.1244050011635533,No,BONFIM DO PIAUI
0.5753831989309703,0.4669592948080999,0.5378253686144565,0.5756837849010036,0.14315089873875106,0.14577898985858467,0.22373048323714265,0.07548601356155593,0.22373014026105909,No,BOQUEIRAO DO PIAUI
0.3995658241830147,0.37508809057172204,0.47311555832366464,0.41902154252323115,0.20541130017746215,0.2073514155504575,0.13343647595137992,0.05806686143461266,0.13343840572045104,No,BRASILEIRA
0.9999999999999999,0.7374647005165156,0.696927167017636,0.7650409430967301,0.013655103844454267,0.013643422831755844,0.027574189204501335,0.0,0.027576212739850645,No,BREJO DO PIAUI
0.6760764132691719,0.48924588728538987,0.5987086796852431,0.5717807809764982,0.36736238387695,0.3679388102113351,0.3809593006105748,0.29339601974959134,0.38095792168228654,No,BURITI DOS LOPES
0.6187917803369309,0.4694165482903877,0.40223856501766075,0.5063609229960726,0.08557905126517917,0.08764349031195251,0.03219033468649324,0.058665561485794375,0.03218811483213099,No,BURITI DOS MONTES
0.5879341223012181,0.4232435155433265,0.4008226340882874,0.4135243264148799,0.08164125078612487,0.08323613494718479,0.2043865009962062,0.18274660453009214,0.2043834225390848,No,CABECEIRAS DO PIAUI
0.2551436830944787,0.23701841238640192,0.23978998699298332,0.33463517217759653,0.0545142644347535,0.059419234024224665,0.01835177713788671,0.0,0.01835240855528994,No,CAJAZEIRAS DO PIAUI
0.1320690161982431,0.2081183482625712,0.3234821889126972,0.4260749107898741,0.18002508666955866,0.18217712703355393,0.40033923579672676,0.5062956177847567,0.40033637267553795,No,CAJUEIRO DA PRAIA
0.717720408636655,0.6060865647232035,0.7199365989076335,0.8013991104431923,0.1118753139552249,0.11527272511468639,0.2617297452827433,0.0,0.26172544373691004,No,CALDEIRAO GRANDE DO PIAUI
0.6072446322426933,0.6034244239676528,0.5703861326950717,0.6188280748291877,0.053419440926030334,0.056513376240570706,0.061620492881183785,0.08616406358255636,0.06161543506314921,No,CAMPINAS DO PIAUI
0.6719163492578206,0.579947292781573,0.42714749364822224,0.47898911386077025,0.08550200641293212,0.08847989616335196,0.021354262771906333,0.0837324946137273,0.0213564915695276,No,CAMPO ALEGRE DO FIDALGO
0.5658836135684157,0.49192183646395615,0.6116252031433802,0.6495243791524649,0.11277914401105582,0.11564654638224812,0.17909415007413892,0.08137958756333315,0.17909200533118957,No,CAMPO GRANDE DO PIAUI
0.9749248610106837,0.7222246539345136,0.6368634727902885,0.6629300600110869,0.09450142274548476,0.09684162380007125,0.27801329289244825,0.2657721604005434,0.27801518965918465,No,CAMPO LARGO DO PIAUI
0.20732918648691437,0.23264209081746354,0.41328724046503423,0.4243741790318345,0.814234062522537,0.813913649863811,0.49647616856557375,0.43372906568730024,0.49647760688823545,No,CAMPO MAIOR
0.660371882796675,0.484169866107388,0.36724314165623123,0.38635696425426963,0.04465276573608462,0.04461456833169105,0.008258586674644878,0.0,0.008261228289153568,No,CANAVIEIRA
0.4407517144514252,0.48963728260800754,0.41275522629305017,0.4281510400899918,0.8000173035157899,0.7968376269597022,0.1418327044922501,0.136962917512311,0.14182656709471325,No,CANTO DO BURITI
0.489915105328753,0.4413648719418672,0.5793941959216277,0.6238339466908785,0.2456351889335898,0.2469686186005846,0.15505110437469566,0.042361293587535154,0.15504876346019592,No,CAPITAO DE CAMPOS
0.9907186783020341,0.8566647940127052,0.8536008564041216,0.8685427364996116,0.14196711544840673,0.1461399152913685,0.049145905350677255,0.11796070460704607,0.04914425945122597,No,CAPITAO GERVASIO OLIVEIRA
0.7458065549751564,0.5183806237412092,0.4545475127771045,0.5141508395027278,0.19550924682632506,0.1969563986720586,0.1545277652030758,0.1329165139855869,0.154530453362669,No,CARACOL
0.3980042902861063,0.5506082032788625,0.5520271647152134,0.5898545222131165,0.12924799352886798,0.1321406267220161,0.28596673043558407,0.2472591456487162,0.2859696629926591,No,CARAUBAS DO PIAUI
0.576190459170197,0.7160719715185647,0.8971561461506057,0.8729430805307545,0.0974658750821188,0.1008604460705587,0.06434964039968506,0.0,0.06434449639298483,No,CARIDADE DO PIAUI
0.46588236724307003,0.34872216851343385,0.4465695856822568,0.4830862509266594,0.6208491920893121,0.6194242677153301,0.06192788833386732,0.09812109736029395,0.06192219001882841,No,CASTELO DO PIAUI
0.5435990593976089,0.46516920082904817,0.5371781494283521,0.6336805464013335,0.02926633152503334,0.032490329076360555,0.20426638764737812,0.0,0.2042670672110686,No,CAXINGO
0.43123592553668366,0.45173199801656166,0.536561368614929,0.6180762085512477,0.4786026997940794,0.4788274963370844,0.2579281329993004,0.27848354346357007,0.2579280289407434,No,COCAL
0.62273403046447,0.5916928330407727,0.7661495862468138,0.6650313685000954,0.14424733155390249,0.14772703621585292,0.17056341374535555,0.2966503100933688,0.17056633311472635,No,COCAL DE TELHA
0.5747676429833515,0.5311561606224473,0.6407713100456918,0.777074862519051,0.06879704521015476,0.07160228543400765,0.27604570677219015,0.31440850894775807,0.2760477268400009,No,COCAL DOS ALVES
0.5088288457638773,0.4907449840219042,0.6525467765698029,0.6983547334053061,0.07458789102433042,0.07890785592993119,0.2633074779058662,0.12030818131564398,0.2633015295436756,No,COIVARAS
0.6527559248915261,0.6052896268286496,0.7508064878973484,0.6723571218351927,0.15777218738644336,0.1603551071823041,0.07422124280139414,0.14917917609157583,0.07422412151727348,No,COLONIA DO GURGUEIA
0.49624085224014447,0.4852091639332742,0.5239101635829182,0.5237935571166038,0.034556901382745746,0.03682916299063316,0.07491845281236588,0.06317122373156857,0.07492225348537097,No,COLONIA DO PIAUI
0.5988727105367702,0.6054819503878732,0.6816392462139098,0.6706596888061852,0.058756085665637066,0.062374937819551404,0.03498652614483664,0.1006951673722442,0.034980642704520934,No,CONCEICAO DO CANINDE
0.7378072927274456,0.5904309829679605,0.6109574413373117,0.6480867719605651,0.16575503385159135,0.16937717900380359,0.051768836779133326,0.10329749869476482,0.051767543210137726,No,CORONEL JOSE DIAS
0.29902785569008233,0.28442487943849426,0.340235453689451,0.35823200360744084,0.9698040951143393,0.9689737024974222,0.11545733693499352,0.054455662312966016,0.11545621866339463,No,CORRENTE
0.5349886571368055,0.3717355140787096,0.18817145399524088,0.26784800748683163,0.07443024913206775,0.07649133851900732,0.011575802167267788,0.0,0.011572066259070427,No,CRISTALANDIA DO PIAUI
0.67996084615566,0.442944243572102,0.5269063065558429,0.513039165610275,0.5431974893511321,0.5444235772913542,0.09395778869753359,0.04640112145149082,0.09395163849457362,No,CRISTINO CASTRO
0.5798388010943566,0.3630565439482476,0.3484276778745626,0.4501286775190248,0.6892209638583903,0.6901781263605561,0.151736776307768,0.04246916832533271,0.15173792549027906,No,CURIMATA
0.5230105916933698,0.5106702302913291,0.7015686137209328,0.6016982325455129,0.0,0.0,0.3050161795314067,0.0976259363925896,0.30500962575895413,No,CURRAIS
0.7104283767988314,0.4971538432765633,0.5450393421584918,0.5932320049534863,0.055577266378696366,0.059496132650296976,0.3784714048440964,0.0,0.3784721487655758,No,CURRALINHOS
0.5846159692242081,0.492210472044147,0.5054567852089185,0.5828253153512353,0.039613346357671934,0.042877748153328385,0.10049382765275672,0.0,0.10048869237766825,No,CURRAL NOVO DO PIAUI
0.5849519583399394,0.5544850341344966,0.7925676509011077,0.6585454183104924,0.29104929305867994,0.2920757601826094,0.7646420029262995,0.10500952932377988,0.7646343269373163,No,DEMERVAL LOBAO
0.6880216993446446,0.4463079505782449,0.48692527358602955,0.5284341336680219,0.342140432940018,0.34436134150184866,0.13635125377028143,0.068982868191255,0.13634728892085723,No,DIRCEU ARCOVERDE
0.24213173112946487,0.29759496610260067,0.3752625592188936,0.4707063573672073,0.10218912204955635,0.10465424886033264,0.12011696873769526,0.14010396549504311,0.12011043178404453,No,DOM EXPEDITO LOPES
0.5640342925608409,0.47483164981405157,0.5242338748801071,0.5758738900893702,0.23085121022914934,0.23470028943261584,0.033980179551605295,0.0,0.03397575578074425,No,DOMINGOS MOURAO
0.5541773950671436,0.5741871645708588,0.42271771538669306,0.4850886534771325,0.14950452487714813,0.15122078989781007,0.05842789596314205,0.050611018092181756,0.05843153017834099,No,DOM INOCENCIO
0.1894218033990858,0.2375268469826228,0.20073305062856617,0.27718237537093476,0.5290627996164909,0.5298170950251258,0.21052268234527977,0.26497131290995146,0.2105185216526688,No,ELESBAO VELOSO
0.436659027410328,0.3400718732760672,0.3169971615198692,0.3762532701368691,0.14713154447525748,0.15059118791917692,0.031981228798849785,0.19680117553973098,0.03197655969028327,No,ELISEU MARTINS
0.45762998428684093,0.3954075302963027,0.5472961182313845,0.47979660320219036,0.5401830606442841,0.5401644555467167,0.2605477226390905,0.3286169061579888,0.2605407349425628,No,ESPERANTINA
0.8962691985930182,0.6640851870160406,0.6794689887496077,0.7101787711223062,0.06979361066154549,0.07305456921092807,0.061328600379981536,0.09113225718652512,0.06132983562165478,No,FARTURA DO PIAUI
0.5726158079328747,0.6345076672219377,0.5164927584181251,0.5491691585809818,0.07904029785235683,0.08292131846546655,0.025988203847084935,0.1083663206114472,0.025989549175992725,No,FLORES DO PIAUI
0.5244319824714432,0.5445528208463233,0.5380838029104178,0.6025003194021205,0.10342753596024293,0.11022833145280979,0.2415226767079198,0.3781383024932673,0.24152192769045255,No,FLORESTA DO PIAUI
0.0091569781676732,0.0011929354825173635,0.12260667909949123,0.13223341834113062,0.6806766064739664,0.677741705210585,0.3762897563872808,0.23401230963173064,0.37628255304745184,No,FLORIANO
0.307364810497924,0.36577084681547356,0.20814629523564468,0.2829100353978227,0.10553682851610129,0.10874175359079896,0.0647954188307081,0.0,0.06479933994795743,No,FRANCINOPOLIS
0.4595625287960851,0.41960333612694245,0.3590400261426644,0.41724301303919514,0.08113083010926139,0.08511449961163231,0.05350120377430049,0.0,0.05350229537328905,No,FRANCISCO AYRES
0.3433673410335093,0.32825242729265797,0.3539891401331535,0.40966339790161815,0.07201380403730985,0.07195220112538743,0.3995297768370286,0.15189663595756558,0.3995324631365165,No,FRANCISCO MACEDO
0.22005135075102586,0.2530657398649362,0.16985680405170345,0.27757463730035364,0.23847710598615,0.23827310504005403,0.06905684520930196,0.0,0.06905159829909667,No,FRANCISCO SANTOS
0.42464365510463176,0.36939542433067063,0.44018843488643145,0.46073933654233273,0.19268868758285462,0.194039791384972,0.13767427541970575,0.041603345280764634,0.1376695085574055,No,FRONTEIRAS
0.6002933503147764,0.6241394164058831,0.7979925875351196,0.7374982197719654,0.07454435441240881,0.07771887316876722,0.129720768868145,0.17774306831638695,0.12971503522393113,No,GEMINIANO
0.4994846334542645,0.37945068013415895,0.41850561873197323,0.395153062051234,0.4751822853261915,0.47642432627728637,0.11727687446555807,0.04524217856771645,0.11727559288328504,No,GILBUES
0.4123941083378927,0.29509501293980334,0.414337476346663,0.3768199979300898,0.547665172286467,0.5455181645471796,0.07814731235075682,0.046065233725963314,0.07814846939854875,No,GUADALUPE
0.896362582344095,0.6338937089695404,0.6288623479114065,0.680818662910396,0.20491136577924848,0.20859902290990137,0.02768967420259664,0.0,0.02769256806786689,No,GUARIBAS
0.45282669033887335,0.512419020030623,0.5051524653395887,0.4679967276982767,0.09098706456411362,0.09545469288402818,0.7860388942147584,0.2494913019803399,0.7860331295352133,No,HUGO NAPOLEAO
0.3315345354273361,0.4053252870202995,0.4772972058074734,0.490898419585447,0.17776310569134052,0.17948063135346112,0.28033969796040625,0.20523610816417945,0.2803422962195097,No,ILHA GRANDE
0.28258312772836686,0.37563733894358897,0.42028123091055186,0.4530254406654356,0.2811362399819595,0.2820469591259081,0.1329825029520399,0.06318773045321255,0.13298356216547844,No,INHUMA
0.23384718506650468,0.36240804478856925,0.43856144891620336,0.4750110564108415,0.12943886021142054,0.1311243581535329,0.15603596016129906,0.04929557526132798,0.15603249486978785,No,IPIRANGA DO PIAUI
0.5903936365061647,0.6054981113085021,0.5113553466256178,0.5201367967667317,0.1836200701195526,0.18552437761043594,0.12499023681062567,0.05657256859151818,0.12498677780363454,No,ISAIAS COELHO
0.2975169478949766,0.4209424635101684,0.403412231125389,0.492552805654753,0.15909242120020436,0.15895632845324098,0.046169899866102544,0.04194613086633902,0.04617190970826546,No,ITAINOPOLIS
0.27814408155425785,0.28345841149981016,0.2871371990957668,0.41314687984030257,0.667481650623394,0.6621127470080259,0.02538572848798137,0.08778271873834084,0.025386617021726714,No,ITAUEIRA
0.5168690077306365,0.6431526515434846,0.6369697187006932,0.6500211848568846,0.06758971159146061,0.07060152469838238,0.01781440261944782,0.0,0.017812942943578245,No,JACOBINA DO PIAUI
0.47919337038641646,0.475989765737652,0.41430400881536195,0.4538717547037586,0.33698842371076354,0.3376218668191256,0.05291643619719181,0.1772127419504932,0.052920518733207814,No,JAICOS
0.7256200406388531,0.6173194706190236,0.49737393868241675,0.5038577391406934,0.039160396238351304,0.04303958690079876,0.030426370217496678,0.0,0.030421629397702512,No,JARDIM DO MULATO
0.5488385919480928,0.4849008552729117,0.615157975382973,0.6696148489864269,0.06888366019513156,0.07244708937725781,0.0975630670249265,0.09941189905218682,0.0975586536630773,No,JATOBA DO PIAUI
0.73498226000327,0.63586806691488,0.780016936093086,0.7532810930456599,0.12281516541742053,0.1266684958923124,0.23514342349567732,0.10863407207746831,0.2351435401637437,No,JERUMENHA
0.5157984749555657,0.5502615512969812,0.5906570086183676,0.676225432841289,0.023454577747012536,0.029293142438527202,0.06084488355803098,0.0,0.06084325879540503,No,JOAO COSTA
0.5898904451847691,0.46338785736601046,0.4649508333334601,0.5507636035244958,0.08232795354643163,0.08348525187329119,0.5377116969409594,0.2695493319709566,0.5377097040343566,No,JOAQUIM PIRES
0.5190061712474368,0.5424279222734769,0.537400986399181,0.6004073440644963,0.1296185373195181,0.13274534891268355,0.6330309633923413,0.08885520648335272,0.633025873193848,No,JOCA MARQUES
0.374124071312633,0.3370869696861732,0.5236160357863309,0.5189810329957589,0.3117482357877761,0.31193102470838774,0.29754972054175555,0.20969855925094652,0.2975523070088219,No,JOSE DE FREITAS
0.43205026576854555,0.4072074073812282,0.5303592862999883,0.5745606282379667,0.038637113835166326,0.04182106761285753,0.12499023681062567,0.0,0.12498677780363454,No,JUAZEIRO DO PIAUI
0.6532329448551585,0.46791390337054023,0.4241585491060521,0.520243213432119,0.04701752923161567,0.050109129528396565,0.020104840444219948,0.17189937404972058,0.020108316232626034,No,JULIO BORGES
0.6766008142681069,0.611342467784018,0.8879446540288006,0.9475327974246978,0.1962640459132756,0.19979608282909303,0.03530094674681729,0.1015408122798423,0.035297975417292515,No,JUREMA
0.25082071753848756,0.326799690341711,0.4342651660298098,0.45954429494572785,0.06199593133832487,0.061942898035212524,0.5180712006961157,0.3399921890255809,0.5180668091137955,No,LAGOINHA DO PIAUI
0.584402340301591,0.43574417987805725,0.5353381004984438,0.5980597818086665,0.06813963958907317,0.07014442199655944,0.23406753567069893,0.28309464346106816,0.2340646089403203,No,LAGOA ALEGRE
0.3979933097034773,0.31423896032326504,0.2626474694729756,0.3825625680361054,0.170505458852611,0.17414537198428065,0.7178824074535299,0.10389664637784939,0.7178806405889695,No,LAGOA DO BARRO DO PIAUI
0.38066746342305824,0.3489306950413664,0.29016995614423274,0.4187562679748609,0.14615554573574902,0.14863820745605563,0.08363432484618799,0.1431307750485022,0.08363832532949715,No,LAGOA DE SAO FRANCISCO
0.7392414904232809,0.5732831103874526,0.7821841870603157,0.739329859690975,0.03472016233416029,0.03902676929605356,0.7159209384459562,0.23801126421697286,0.7159131777697857,No,LAGOA DO PIAUI
0.6578888654024773,0.6210717894010686,0.6171715191970273,0.6670218056736967,0.006813924074078975,0.006808095225427067,0.0465843936289507,0.28026205653209707,0.04658444223486852,No,LAGOA DO SITIO
0.6655955864861186,0.6150196009782994,0.713376114152183,0.5991105210696802,0.22317949862237574,0.22631677155603808,0.04149619341044143,0.0913387892141433,0.04149654107343079,No,LANDRI SALES
0.34441367021127745,0.42999536226879514,0.5654603009108583,0.5974506388040022,0.43467641321886064,0.43488569691799805,0.12003730688250269,0.20742653015590232,0.12003638748439782,No,LUIS CORREIA
0.6600014469950205,0.5698450086719197,0.6324948929720158,0.6068975218689641,0.3750965477689068,0.3754671462223478,0.644599642070284,0.4933928867264816,0.6445979394529184,No,LUZILANDIA
0.5425816482778288,0.38857560970849525,0.22900400589885994,0.32086309161370313,0.014857388358637062,0.016965347283771807,0.4621553288043998,0.11639925123679636,0.4621527851234425,No,MADEIRO
0.2506736258722077,0.30764422828729604,0.39960735377896595,0.4447335079119396,0.04946113983666132,0.05271341780824218,0.23287273091000155,0.45208346316029996,0.23286932238888067,No,MANOEL EMIDIO
0.7059681097142873,0.6339546610553889,0.8713410880758604,0.8223912667647989,0.1308506918679305,0.1328139763807289,0.33012719713088573,0.3417137698225781,0.3301212210962788,No,MARCOLANDIA
0.39829894293346346,0.5494393344269537,0.6213181023927856,0.4948071044230599,0.07366871990532317,0.07747968560570659,0.11846258257535068,0.10631762780586697,0.11846030167763229,No,MARCOS PARENTE
0.5552442464921667,0.4187161697301383,0.3975028141698592,0.5051824779501985,0.07119762523049047,0.07387274821572505,0.004115933510037095,0.0,0.004114747508938205,No,MASSAPE DO PIAUI
0.6557262153095561,0.49677481380217664,0.48978391605592314,0.43771552620624515,0.11773614667154353,0.11924687567075068,0.3293121230270709,0.22112238884824836,0.329306733800165,No,MATIAS OLIMPIO
0.614273479793339,0.46119518693023753,0.44460017338618424,0.43682964818845116,0.2930932945286633,0.29336457416919715,0.3174500709140905,0.1719095576619273,0.3174490680996002,No,MIGUEL ALVES
0.4179612239039851,0.34579995849418715,0.5127509985199178,0.6022911261084279,0.07077785901185163,0.08486077604021491,0.2522290167024503,0.0,0.2522266178679473,No,MIGUEL LEAO
0.44985396446860426,0.3887427022956563,0.37217136818192564,0.5211587265760785,0.09601728848739201,0.09860001756656052,0.018340990651956973,0.0,0.01834183079819755,No,MILTON BRANDAO
0.49283651730157135,0.39009516588371645,0.42656376554916114,0.45273700981922227,0.17697948706643915,0.17849628270909904,0.47917512245937105,0.3662543649291093,0.47917239628509173,No,MONSENHOR GIL
0.490219042461536,0.423421377343437,0.5607354173002447,0.6242398699965991,0.259480454393585,0.25925848651129796,0.19411455919898615,0.12482614244131858,0.19411242040237792,No,MONSENHOR HIPOLITO
0.6405945453640162,0.43762402485693824,0.425639210516111,0.4558922371125649,0.08641927901810781,0.0880058407635873,0.17794653063552518,0.18228168807646805,0.17794960756521191,No,MONTE ALEGRE DO PIAUI
0.7102317066661432,0.47944433279806176,0.33841824656224756,0.44284379558137765,0.015567380817081576,0.015554063981480994,0.04189335219747356,0.0,0.04188791808584908,No,MORRO CABECA NO TEMPO
0.5055703676241428,0.4245141206160455,0.38212680754102274,0.4636800088290005,0.05450186753690729,0.05704835179552607,0.5267480647344486,0.1423304558236871,0.5267405699295522,No,MORRO DO CHAPEU DO PIAUI
0.25460073114036275,0.32731711665853586,0.15916602015771045,0.222199143912959,0.051994949948175835,0.05387456335282269,0.07839041602862115,0.15841431015030752,0.07839175781167364,No,MURICI DOS PORTELAS
0.6600534593915582,0.5036100583025296,0.5413013507015786,0.5673365204412714,0.15140810401178167,0.1536798320513898,0.09699750342995049,0.13179966995200676,0.09699803253718083,No,NAZARE DO PIAUI
0.746366363624309,0.7033166918443013,0.9947199956102329,0.8226622491583857,0.13995020859640991,0.14188682145627066,0.11727225601057858,0.3950375988590691,0.11727559288328504,No,NAZARIA
0.37827045873040527,0.448695051043924,0.628624440506189,0.6124733555255311,0.12676067480520944,0.13027087508760712,0.09094428396781833,0.39723933378964177,0.09094755548033596,No,NOSSA SENHORA DE NAZARE
0.7527705804746773,0.7629898498654324,0.7845535288315595,0.7954304855294723,0.07710975767356537,0.07907126382302124,0.5536966255280382,0.4451347343662116,0.553692695000952,No,NOSSA SENHORA DOS REMEDIOS
0.37608897464420243,0.39252282058445415,0.3456667612348481,0.41648205005631705,0.12627244415695524,0.1288487761719516,0.07166398158645121,0.14733858001184733,0.07166430430091604,No,NOVO ORIENTE DO PIAUI
0.7656060359118267,0.6574243433220212,0.8533778782094462,0.9279480180364469,0.20639401079952188,0.21210938203833055,0.2097394213345161,0.0,0.20973576762783222,No,NOVO SANTO ANTONIO
0.293251661681755,0.3788764086936034,0.44418475450329153,0.45832305957840697,0.806894734856094,0.806680408930175,0.37690672261511465,0.18285517957396755,0.37690664071590263,No,OEIRAS
0.5731247299004488,0.535060944191773,0.8993781676849489,0.8394375865510277,0.028691081684836806,0.03583317301955666,0.3373785341199013,0.39336225204464326,0.3373775624616556,No,OLHO D'AGUA DO PIAUI
0.6663467576674581,0.6144672065385325,0.7178584142782193,0.6623718245188387,0.26451627460288335,0.26685592123847823,0.12537991506059354,0.14083834854073643,0.1253781548160528,No,PADRE MARCOS
0.7012922138216147,0.5656742256278915,0.7598834765995218,0.8121278795928552,0.06407547517226965,0.06828870715821929,0.0462216697249847,0.11713220849815666,0.0462247984937274,No,PAES LANDIM
0.41178235535805197,0.47541000951908485,0.2575688830063333,0.35200256259811635,0.026022193074289508,0.02599993285780166,0.016274182794508603,0.1427084357889905,0.016268590408089867,No,PAJEU DO PIAUI
0.3940690332684506,0.4210343552956172,0.5222052193786312,0.48549680671588513,0.16088454360988652,0.1642414160376451,0.150665913461068,0.1918060237512944,0.15066957202394804,No,PALMEIRA DO PIAUI
0.4702707924215138,0.5472287522382397,0.4665290973190972,0.41096688676153903,0.13344540004352962,0.13454334882062,0.13796335386771483,0.13305973970393806,0.1379656857559923,No,PALMEIRAIS
