MUNICIPIO,VALOR_BF,QTD_BF,VALOR_AE,QTD_AE,VALOR_BPC,QTD_BPC,CONF,OBT,INC
PRATA DO PIAUI,54.638844811171055,0.23103776578863852,306.95017454776263,0.44303395747381785,4.64297048556014,0.004760393525864805,0.007616629641383688,0.0,76.17
QUEIMADA NOVA,33.9505115658363,0.1513567615658363,215.99199288256227,0.3358540925266904,3.602646797153025,0.0035587188612099642,0.019572953736654804,0.00022241992882562276,195.73
REDENCAO DO GURGUEIA,65.89792663476874,0.22601959444064706,298.0177717019822,0.41900205058099793,8.571428571428571,0.008316245158350421,0.01367053998632946,0.0005696058327637275,136.71
REGENERACAO,44.50973411947936,0.21009011013460896,283.913672266103,0.37901880075648015,18.48425853821337,0.017743909222382913,0.008009789743019245,0.0001668706196462343,80.1
RIACHO FRIO,54.173469387755105,0.21706864564007422,290.95547309833023,0.43344155844155846,7.997448979591836,0.006957328385899814,0.00023191094619666049,0.0,2.32
RIBEIRA DO PIAUI,44.401608219790035,0.23899932990842082,276.6138038865312,0.39245030154121063,2.800982800982801,0.002903730176457449,0.0015635470180924726,0.0,15.64
RIBEIRO GONCALVES,31.721427598419833,0.13227080779185396,217.08214139762975,0.29968669118648683,13.6657131181038,0.013213458656858738,0.0397765971938428,0.0006811061163329246,397.77
RIO GRANDE DO PIAUI,42.137904228855724,0.20320273631840796,284.7014925373134,0.41277985074626866,3.57431592039801,0.0035758706467661694,0.009950248756218905,0.0001554726368159204,99.5
SANTA CRUZ DO PIAUI,34.332211538461536,0.16650641025641025,254.80769230769232,0.3716346153846154,8.708333333333334,0.008493589743589743,0.07708333333333334,0.0011217948717948717,770.83
SANTA CRUZ DOS MILAGRES,31.236128390146803,0.13038069171435682,218.1139586961931,0.3266981836277681,2.3401343617815376,0.002488181139586962,0.004976362279173924,0.0,49.76
SANTA FILOMENA,38.78394370702063,0.14840876379337917,235.4709739325124,0.33871741564049257,8.355989125219894,0.008156085079162002,0.005437390052774668,0.00031984647369262754,54.37
SANTA LUZ,53.743515358361776,0.19948805460750854,268.259385665529,0.381740614334471,7.311433447098976,0.007167235494880546,0.015358361774744027,0.00034129692832764505,153.58
SANTA ROSA DO PIAUI,35.15465094160167,0.17728742628875785,193.4563439223892,0.2957960814152559,6.957390146471371,0.0068480121742438655,0.006277344493056876,0.00019022256039566293,62.77
SANTANA DO PIAUI,18.4887785930082,0.12969356927060854,294.5619335347432,0.42857142857142855,3.3826068191627106,0.0034527406128614588,0.0034527406128614588,0.0,34.53
SANTO ANTONIO DE LISBOA,35.327201870615745,0.14091971940763834,226.81215900233826,0.3348402182385035,8.959469992205769,0.00872954014029618,0.0020265003897116133,0.0,20.27
SANTO ANTONIO DOS MILAGRES,38.60573808422027,0.13142063859324388,210.180472003702,0.32577510411846367,0.4835724201758445,0.00046274872744099955,0.024062933826931976,0.00046274872744099955,240.63
SANTO INACIO DO PIAUI,41.397840968931014,0.18878357030015797,276.4612954186414,0.4181147972617167,12.10637177461822,0.011848341232227487,0.016587677725118485,0.000526592943654555,165.88
SAO BRAZ DO PIAUI,50.214928057553955,0.2275179856115108,303.1025179856115,0.45031474820143885,5.638489208633094,0.005620503597122302,0.002922661870503597,0.0,29.23
SAO FELIX DO PIAUI,31.796057104010877,0.14581917063222297,226.5805574439157,0.33310673011556763,3.907205982324949,0.004078857919782461,0.008837525492861998,0.0003399048266485384,88.38
SAO FRANCISCO DE ASSIS DO PIAUI,56.65490877497828,0.21772371850564726,282.84969591659427,0.4337098175499566,6.71850564726325,0.006602953953084275,0.0024326672458731538,0.0,24.33
SAO FRANCISCO DO PIAUI,41.98271835590845,0.17686439358555192,243.34423166744511,0.35544138253152735,9.436400435933365,0.009185738751362292,0.0020239763350459287,0.00031138097462245055,20.24
SAO GONCALO DO GURGUEIA,39.26701742847747,0.1519237093061493,206.77408747122658,0.29003617231173956,5.498191384413022,0.005590266359750082,0.006576783952647156,0.0006576783952647156,65.77
SAO GONCALO DO PIAUI,33.202791625124625,0.1698903290129611,249.3320039880359,0.35413758723828515,6.251246261216351,0.0061814556331006975,0.014556331006979064,0.00039880358923230307,145.56
SAO JOAO DA CANABRAVA,37.879123263888886,0.1779513888888889,245.3125,0.3619791666666667,14.287109375,0.013888888888888888,0.01171875,0.00043402777777777775,117.19
SAO JOAO DA FRONTEIRA,40.22442899702085,0.1663356504468719,242.10526315789474,0.3608076795762992,4.8427672955974845,0.004799735187024164,0.013737173121482952,0.0,137.37
SAO JOAO DA SERRA,50.11207036976706,0.1985665417820492,282.5541619156214,0.424010425150676,3.2342401042515068,0.0032578595862518323,0.020687408372699136,0.0008144648965629581,206.87
SAO JOAO DA VARJOTA,26.946487603305783,0.12520661157024793,229.71074380165288,0.33925619834710746,3.8863636363636362,0.003925619834710744,0.008884297520661158,0.00041322314049586776,88.84
SAO JOAO DO ARRAIAL,61.40030041306797,0.23332081612216798,308.524220803605,0.45399924896733007,8.371510827387658,0.008136187257479034,0.03179371635999499,0.00012517211165352359,317.94
SAO JOAO DO PIAUI,34.12499393233338,0.14819668948109316,243.04645405562837,0.33716809863598857,59.24760933935246,0.056744818212708124,0.011601378573855637,9.708266589000534e-05,116.01
SAO JOSE DO DIVINO,42.19584736251403,0.19771791994014215,306.3973063973064,0.45267489711934156,10.751028806584362,0.010475121586232696,0.00935278713056491,0.001122334455667789,93.53
SAO JOSE DO PEIXE,40.945527369826436,0.20854472630173565,265.63417890520697,0.37436582109479305,4.464619492656876,0.0045393858477970625,0.0053404539385847796,0.0,53.4
SAO JOSE DO PIAUI,33.45219985085757,0.1534675615212528,245.4586129753915,0.37837434750186427,6.078299776286354,0.005965697240865026,0.005518269947800149,0.0,55.18
SAO JULIAO,38.91576300487191,0.16737388024516736,262.14049976426213,0.38346691812038347,5.748074807480748,0.005657708628005658,0.012887002986012887,0.00015715857300015716,128.87
SAO LOURENCO DO PIAUI,56.22501640061229,0.2276404985786136,319.09031270500765,0.44850207741089,5.027334353815876,0.005029521102121146,0.0010933741526350316,0.0,10.93
SAO LUIS DO PIAUI,36.33812405446294,0.1437216338880484,222.16338880484116,0.3430408472012103,4.742813918305598,0.004916792738275341,0.01096822995461422,0.0,109.68
SAO MIGUEL DA BAIXA GRANDE,24.14477977161501,0.11745513866231648,201.38662316476345,0.3132137030995106,11.080750407830342,0.01101141924959217,0.0020391517128874386,0.0,20.39
SAO MIGUEL DO FIDALGO,44.70319183942086,0.19052319842053306,253.50444225074037,0.3810463968410661,7.90885159591971,0.007897334649555774,0.0006581112207963146,0.0,6.58
SAO MIGUEL DO TAPUIO,27.02270411051976,0.15530517495187407,249.38285584871477,0.37606160117766957,14.554976786320914,0.01398482618050051,0.008775903068735137,0.0001698561884271317,87.76
SAO PEDRO DO PIAUI,39.80904065495766,0.19690714435658807,262.8227555804352,0.3740116157021902,17.03764607095375,0.016373941641592612,0.025400601777342383,0.000349870547897278,254.01
SAO RAIMUNDO NONATO,34.85687121866897,0.15004321521175454,264.97839239412275,0.38092768654566406,55.66709881878421,0.05321233074042063,0.030855661192739844,0.00020167098818784211,308.56
SEBASTIAO BARROS,49.47391179014125,0.219371576823292,352.1475929662727,0.5142692418564427,9.94090515998847,0.009801095416546555,0.0011530700490054772,0.0002882675122513693,11.53
SEBASTIAO LEAL,23.35258500232883,0.1537028411737308,240.19562179785748,0.3497904052165813,2.920353982300885,0.0030274802049371215,0.030274802049371215,0.0,302.75
SIGEFREDO PACHECO,37.89841649238124,0.19639478139627528,262.38422467881685,0.38432427049098694,5.9321780699133555,0.005776317099890449,0.010058759087740265,9.959167413604223e-05,100.59
SIMOES,24.371079067860315,0.1361306635686462,230.39704776874188,0.35037244584159094,9.926535911979771,0.00949907742773184,0.014761156290576095,6.833868653044489e-05,147.61
SIMPLICIO MENDES,37.28495004326961,0.16568326646211942,244.65423648808118,0.36598222012430176,30.418535127055307,0.02918731807096216,0.012351506569113366,7.86720163637794e-05,123.52
SOCORRO DO PIAUI,45.11512365944408,0.20113810461807835,286.6710439921208,0.41803458087108775,6.175311884438608,0.006128255635806522,0.005471656817684395,0.0002188662727073758,54.72
SUSSUAPARA,18.61693907875186,0.1300148588410104,227.6968796433878,0.3350668647845468,7.453194650817236,0.007280832095096583,0.025854383358098067,0.00044576523031203565,258.54
TAMBORIL DO PIAUI,48.12367249057897,0.21000342583076395,277.9033915724563,0.4200068516615279,2.5059952038369304,0.002398081534772182,0.0041109969167523125,0.0,41.11
TANQUE DO PIAUI,32.327667269439424,0.1678119349005425,262.3508137432188,0.3924050632911392,4.913200723327305,0.005063291139240506,0.0032549728752260397,0.0,32.55
TERESINA,14.225201047586562,0.0737126305869838,181.8728211413606,0.2443050488815915,30.372060230445918,0.029060698737924138,0.03275962744769294,0.0011077129427816545,327.6
UNIAO,45.127998201641006,0.16747218163425873,275.67494661121725,0.36747218163425877,25.111947847589075,0.024030572102956053,0.018702933573114533,0.0005844666741598292,187.03
URUCUI,33.34451247796642,0.1461638370906392,270.5538547175063,0.35170238426570183,25.885077465442063,0.024677613878838482,0.07115687911680119,0.0010205028295760274,711.57
VALENCA DO PIAUI,16.129983746056027,0.11463811071804188,249.574529113682,0.3556745386748255,48.60813653312936,0.046562768907161295,0.02739267616406922,0.0004302514580743857,273.93
VARZEA BRANCA,47.894885789367294,0.23731554477461086,324.5603395997574,0.4588639579543157,7.18213058419244,0.007074994946432181,0.00586213866990095,0.0004042854255104103,58.62
VARZEA GRANDE,37.67410612616716,0.19767706672739696,273.83283989979503,0.3898884081074926,10.70940560236848,0.010475973582327488,0.007515372352539285,0.0,75.15
VERA MENDES,37.05784855378616,0.20929476763080923,301.85245368865776,0.4663633409164771,4.075398115047124,0.004224894377640559,0.006174845628859279,0.0,61.75
VILA NOVA DO PIAUI,32.579939414338604,0.16526422080107708,250.01682935038707,0.37697744867048133,4.5725345001682935,0.004712218108381017,0.018512285425782565,0.0,185.12
WALL FERRAZ,26.028910802330792,0.1698789780367548,250.11205737337517,0.3816674137158225,3.278798744957418,0.0033617212012550424,0.05244285073957866,0.00022411474675033618,524.43
